title,artist,link
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21909?highlight=*:*
Untitled,Jock Nicol,https://collections.ed.ac.uk/art/record/111035?highlight=*:*
Untitled (1981),Jodie Pear,https://collections.ed.ac.uk/art/record/21922?highlight=*:*
Untitled (1988),Jodie Pear,https://collections.ed.ac.uk/art/record/21552?highlight=*:*
Untitled (1988),Jodie Pear,https://collections.ed.ac.uk/art/record/21935?highlight=*:*
Untitled (2007),Johan Wahlgren,https://collections.ed.ac.uk/art/record/99980?highlight=*:*
An Táin (1964),John B Vallely,https://collections.ed.ac.uk/art/record/21005?highlight=*:*
The Sons of Usnach at Chess (1964),John B Vallely,https://collections.ed.ac.uk/art/record/21006?highlight=*:*
Standing Boxer (1964),John Bellany,https://collections.ed.ac.uk/art/record/20778?highlight=*:*
Composition unified by blue using under colour orange (1962),John Bellany,https://collections.ed.ac.uk/art/record/20777?highlight=*:*
Multiple Portraits of a Woman (Circa 1964),John Bellany,https://collections.ed.ac.uk/art/record/20780?highlight=*:*
Woman Seated on Sofa (May 1963),John Bellany,https://collections.ed.ac.uk/art/record/20779?highlight=*:*
Portrait of a Man in a Suit (Mar 1963),John Bellany,https://collections.ed.ac.uk/art/record/20776?highlight=*:*
Seated Woman holding Hat (Jun 1961),John Bellany,https://collections.ed.ac.uk/art/record/20768?highlight=*:*
Seated Elderly Couple (Apr 1963),John Bellany,https://collections.ed.ac.uk/art/record/20767?highlight=*:*
Life Drawing (Female Nude with Knee on Chair) (1962),John Bellany,https://collections.ed.ac.uk/art/record/20765?highlight=*:*
Standing Woman,John Bellany,https://collections.ed.ac.uk/art/record/20766?highlight=*:*
Life Drawing (Male Nude Reclining on Front) (1962),John Bellany,https://collections.ed.ac.uk/art/record/20763?highlight=*:*
Landscape Drawing ('CalMohr') (1963),John Bellany,https://collections.ed.ac.uk/art/record/20764?highlight=*:*
IV (1963),John Bellany,https://collections.ed.ac.uk/art/record/20745?highlight=*:*
Untitled (Mar 1963),John Bellany,https://collections.ed.ac.uk/art/record/21535?highlight=*:*
Parc de Tuileries - Paris (1963),John Bellany,https://collections.ed.ac.uk/art/record/21533?highlight=*:*
Self Portrait (1965),John Bellany,https://collections.ed.ac.uk/art/record/20740?highlight=*:*
Woman with Fish on her Head,John Bellany,https://collections.ed.ac.uk/art/record/21530?highlight=*:*
Two Girls by the Harbour (2006),John Bellany,https://collections.ed.ac.uk/art/record/21531?highlight=*:*
Harbour Scene 'KY16' (1964),John Bellany,https://collections.ed.ac.uk/art/record/20743?highlight=*:*
Untitled (Feb 1963),John Bellany,https://collections.ed.ac.uk/art/record/21534?highlight=*:*
Self Portrait (1966),John Bellany,https://collections.ed.ac.uk/art/record/20741?highlight=*:*
Portrait of Grandfather (1966),John Bellany,https://collections.ed.ac.uk/art/record/20742?highlight=*:*
Grandmother (1962),John Bellany,https://collections.ed.ac.uk/art/record/21532?highlight=*:*
Unknown (1961),John Binning,https://collections.ed.ac.uk/art/record/53587?highlight=*:*
Portrait of a Woman (1958),John Boyd,https://collections.ed.ac.uk/art/record/20957?highlight=*:*
Late-night (Circa 1959),John Boyle,https://collections.ed.ac.uk/art/record/21335?highlight=*:*
The World from Space (1998),John Brown,https://collections.ed.ac.uk/art/record/21864?highlight=*:*
The Misadventure (1989),John Brown,https://collections.ed.ac.uk/art/record/99468?highlight=*:*
The Jungle (1990),John Brown,https://collections.ed.ac.uk/art/record/99469?highlight=*:*
Landscape,John Brown,https://collections.ed.ac.uk/art/record/21428?highlight=*:*
Graveyard and Church,John Brown,https://collections.ed.ac.uk/art/record/21525?highlight=*:*
Crazily Paved (Unknown),John Brown,https://collections.ed.ac.uk/art/record/21661?highlight=*:*
Via D' Italia (Unknown),John Brown,https://collections.ed.ac.uk/art/record/21673?highlight=*:*
Snowed Under (1998),John Brown,https://collections.ed.ac.uk/art/record/21863?highlight=*:*
Hedge Cut (1998),John Brown,https://collections.ed.ac.uk/art/record/21852?highlight=*:*
Old Town (1998),John Brown,https://collections.ed.ac.uk/art/record/21865?highlight=*:*
The Misadventure (1989),John Brown,https://collections.ed.ac.uk/art/record/21575?highlight=*:*
Treasure on a Loch,John Brown,https://collections.ed.ac.uk/art/record/22603?highlight=*:*
Diddly Doodly (2006),John Brown,https://collections.ed.ac.uk/art/record/99953?highlight=*:*
Untitled - Bearded Man at the Table (20 Oct 1962),John C Mark Jones,https://collections.ed.ac.uk/art/record/99258?highlight=*:*
Untitled - Man Sitting at the Table Drinking Tea (01 May 1961),John C Mark Jones,https://collections.ed.ac.uk/art/record/99259?highlight=*:*
Portrait of a Young Man (Circa 1950),John D Cowan,https://collections.ed.ac.uk/art/record/21336?highlight=*:*
Abstract (1971),John F. Mooney,https://collections.ed.ac.uk/art/record/22679?highlight=*:*
Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99818?highlight=*:*
Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99819?highlight=*:*
Portrait of a Seated Man (May 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20996?highlight=*:*
Portrait of a Seated Man (May 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20997?highlight=*:*
Portrait of a Seated Young Woman (May 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20998?highlight=*:*
Unknown (1960),John Gilbert,https://collections.ed.ac.uk/art/record/53490?highlight=*:*
Unknown (Mar 1960),John Gilbert,https://collections.ed.ac.uk/art/record/53492?highlight=*:*
Unknown (1960),John Gilbert,https://collections.ed.ac.uk/art/record/53491?highlight=*:*
Unknown (Nov 1959),John Gilbert,https://collections.ed.ac.uk/art/record/53493?highlight=*:*
Untitled - Front of boat (1969),John H McKerrell,https://collections.ed.ac.uk/art/record/99356?highlight=*:*
Parthenon Frieze in Miniature,John Henning,https://collections.ed.ac.uk/art/record/20584?highlight=*:*
Landscape with Resting Harvesters (1953),John Houston,https://collections.ed.ac.uk/art/record/111446?highlight=*:*
Standing Man with Scythe,John Houston,https://collections.ed.ac.uk/art/record/20770?highlight=*:*
Reclining Male Nude (1952),John Houston,https://collections.ed.ac.uk/art/record/21353?highlight=*:*
Reclining Female Nude (1952),John Houston,https://collections.ed.ac.uk/art/record/21352?highlight=*:*
Portrait of a Man (Circa 1952),John Houston,https://collections.ed.ac.uk/art/record/21351?highlight=*:*
Standing Male Nude (Circa 1952),John Houston,https://collections.ed.ac.uk/art/record/21350?highlight=*:*
Standing Man with Scythe,John Houston,https://collections.ed.ac.uk/art/record/21046?highlight=*:*
Standing Male Nude,John Houston,https://collections.ed.ac.uk/art/record/21047?highlight=*:*
Farmer with Scythe,John Houston,https://collections.ed.ac.uk/art/record/21048?highlight=*:*
Dining Table,John Houston,https://collections.ed.ac.uk/art/record/21045?highlight=*:*
Seated Male Nude,John Houston,https://collections.ed.ac.uk/art/record/21044?highlight=*:*
Portrait of a Man,John Hunter,https://collections.ed.ac.uk/art/record/21041?highlight=*:*
Standing Male Nude,John Hunter,https://collections.ed.ac.uk/art/record/21043?highlight=*:*
Portrait of a Woman,John Hunter,https://collections.ed.ac.uk/art/record/21042?highlight=*:*
No 98 (1960),John Johnstone,https://collections.ed.ac.uk/art/record/99207?highlight=*:*
Portrait of a Man (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21357?highlight=*:*
Standing Nude (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21358?highlight=*:*
Portrait of a Woman (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21356?highlight=*:*
No 98 (1960),John Johnstone,https://collections.ed.ac.uk/art/record/99256?highlight=*:*
Unknown (1960),John Johnstone,https://collections.ed.ac.uk/art/record/53550?highlight=*:*
Autumnal Image,John Johnstone,https://collections.ed.ac.uk/art/record/22632?highlight=*:*
Portrait of a Young Woman (1960),John Kerr,https://collections.ed.ac.uk/art/record/20986?highlight=*:*
Trees in Kensington Gardens (Unknown),John Kingsley Cook,https://collections.ed.ac.uk/art/record/21694?highlight=*:*
Composition with Wire Form (1994),John Maclean,https://collections.ed.ac.uk/art/record/47458?highlight=*:*
Standing Female Nude (1925-1926),John Maxwell,https://collections.ed.ac.uk/art/record/93357?highlight=*:*
Standing Male Nude (1930-1931),John McNairn,https://collections.ed.ac.uk/art/record/21140?highlight=*:*
Untitled (1963),John Milligan,https://collections.ed.ac.uk/art/record/99355?highlight=*:*
Portrait of a Man in a Flat Cap (1963),John Milligan,https://collections.ed.ac.uk/art/record/21287?highlight=*:*
Untitled - Abstract Portrait of King (1961),John Mitchell,https://collections.ed.ac.uk/art/record/99366?highlight=*:*
John Mooney Paintings (1984),John Mooney,https://collections.ed.ac.uk/art/record/21846?highlight=*:*
Sixteen Boxes,John Mooney,https://collections.ed.ac.uk/art/record/21804?highlight=*:*
A Good Dream and a Bad Dream (1970),John Mooney,https://collections.ed.ac.uk/art/record/20755?highlight=*:*
Sea Harvest (1953),John Muench,https://collections.ed.ac.uk/art/record/21753?highlight=*:*
Untitled (12 Jun 2014),John Nelson,https://collections.ed.ac.uk/art/record/22481?highlight=*:*
Untitled (11 May 1962),John Nelson,https://collections.ed.ac.uk/art/record/21643?highlight=*:*
Unknown (1966),John Nelson,https://collections.ed.ac.uk/art/record/50497?highlight=*:*
Unknown (1966),John Nelson,https://collections.ed.ac.uk/art/record/53580?highlight=*:*
Seated Female Nude (1959),John O'Neill,https://collections.ed.ac.uk/art/record/21155?highlight=*:*
Portrait of a Man (1959),John O'Neill,https://collections.ed.ac.uk/art/record/21154?highlight=*:*
Landscape near Florence (Dec 1955),John P Busby,https://collections.ed.ac.uk/art/record/21383?highlight=*:*
Portrait of a Woman (27 Jan 1954),John P Busby,https://collections.ed.ac.uk/art/record/21381?highlight=*:*
Florence (Jan 1956),John P Busby,https://collections.ed.ac.uk/art/record/21382?highlight=*:*
Woman Seated (1954),John P Busby,https://collections.ed.ac.uk/art/record/21380?highlight=*:*
Siena (1956),John P Busby,https://collections.ed.ac.uk/art/record/21379?highlight=*:*
Portrait of a Woman (1954),John P Busby,https://collections.ed.ac.uk/art/record/21378?highlight=*:*
Standing Male Nude (1954),John P Busby,https://collections.ed.ac.uk/art/record/21377?highlight=*:*
Portrait of a Seated Woman (1954),John P Busby,https://collections.ed.ac.uk/art/record/21376?highlight=*:*
Standing Female Nude (31 Mar 1954),John P Busby,https://collections.ed.ac.uk/art/record/21432?highlight=*:*
Unknown (1954),John P Busby,https://collections.ed.ac.uk/art/record/50570?highlight=*:*
Siena (1956),John P Busby,https://collections.ed.ac.uk/art/record/53502?highlight=*:*
Wildflowers and Butterfly (Circa 1954),John P Busby,https://collections.ed.ac.uk/art/record/22627?highlight=*:*
Seated Male Nude (15 Feb 1950),John Parnell,https://collections.ed.ac.uk/art/record/21066?highlight=*:*
Standing Woman (1950),John Parnell,https://collections.ed.ac.uk/art/record/21067?highlight=*:*
Preparatory Sketch (1962),John Picking,https://collections.ed.ac.uk/art/record/50528?highlight=*:*
Unknown (24 May 1962),John Picking,https://collections.ed.ac.uk/art/record/50551?highlight=*:*
Still Life with Guitar (1962),John Picking,https://collections.ed.ac.uk/art/record/22702?highlight=*:*
Untitled (10 JAN 1961),John Picking,https://collections.ed.ac.uk/art/record/111037?highlight=*:*
Studies of Cliffs (15 APR 1961),John Picking,https://collections.ed.ac.uk/art/record/111036?highlight=*:*
City Beyond (NOV 1962),John Picking,https://collections.ed.ac.uk/art/record/111038?highlight=*:*
Untitled (1962),John Picking,https://collections.ed.ac.uk/art/record/111040?highlight=*:*
Study for Composition - The Long Journey (19 APR 1961),John Picking,https://collections.ed.ac.uk/art/record/111039?highlight=*:*
Five Senses No.3 - Sense of Smell (2006),John Schulz,https://collections.ed.ac.uk/art/record/99872?highlight=*:*
Rainman/Air Boys (2003),John Schulz,https://collections.ed.ac.uk/art/record/99931?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21184?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21191?highlight=*:*
Untitled (1969),John Stewart,https://collections.ed.ac.uk/art/record/22486?highlight=*:*
Head Drawing (1969),John Stewart,https://collections.ed.ac.uk/art/record/22487?highlight=*:*
Untitled (1969),John Stewart,https://collections.ed.ac.uk/art/record/99528?highlight=*:*
Female Nude Adjusting Shoe (1948),John Thompson,https://collections.ed.ac.uk/art/record/20843?highlight=*:*
Three Views of a Standing Male Nude with hand on hip (1948),John Thompson,https://collections.ed.ac.uk/art/record/20845?highlight=*:*
Three Views of a Standing Male Nude (1948),John Thompson,https://collections.ed.ac.uk/art/record/20844?highlight=*:*
Unknown (1949),John Thomson,https://collections.ed.ac.uk/art/record/50483?highlight=*:*
Unknown (1949),John W. Corner,https://collections.ed.ac.uk/art/record/50520?highlight=*:*
"Commercial Street, Leith (1950)",John W. Corner,https://collections.ed.ac.uk/art/record/21828?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50518?highlight=*:*
"Trawlers, Granton Harbour (1951)",John W. Corner,https://collections.ed.ac.uk/art/record/21829?highlight=*:*
Unknown (1948),John W. Corner,https://collections.ed.ac.uk/art/record/50516?highlight=*:*
"Commercial Street, Leith (Jan 1950)",John W. Corner,https://collections.ed.ac.uk/art/record/50515?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50517?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50521?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50519?highlight=*:*
Untitled (1995),John Wallbank,https://collections.ed.ac.uk/art/record/21714?highlight=*:*
Female Portrait (verso),John Whittaker,https://collections.ed.ac.uk/art/record/22739?highlight=*:*
Patrick Nuttgens (recto),John Whittaker,https://collections.ed.ac.uk/art/record/22738?highlight=*:*
Untitled (2007),Jon McNaught,https://collections.ed.ac.uk/art/record/99890?highlight=*:*
Bar at 1732 St Charles (02 Aug 1973),Jonathan Woodham,https://collections.ed.ac.uk/art/record/21433?highlight=*:*
Sedilia from Lincluden Collegiate Church (1912),Joseph Cavagnari,https://collections.ed.ac.uk/art/record/20568?highlight=*:*
Princess Margaret tomb from Lincluden Collegiate Church (1912),Joseph Cavagnari,https://collections.ed.ac.uk/art/record/20569?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Joseph Cavagnari,https://collections.ed.ac.uk/art/record/20717?highlight=*:*
Light Around Limbo (2016),Joseph Glover,https://collections.ed.ac.uk/art/record/99263?highlight=*:*
Portrait of a Young Man (1950),Joseph Maxwell,https://collections.ed.ac.uk/art/record/21060?highlight=*:*
Portrait of a Young Man (1950),Joseph Maxwell,https://collections.ed.ac.uk/art/record/21061?highlight=*:*
Untitled - Nude Figure Lying in Bed (1984),Joseph Sharples,https://collections.ed.ac.uk/art/record/99333?highlight=*:*
Portrait of Andrew Gorrie (1964),Joyce M Cumming,https://collections.ed.ac.uk/art/record/21347?highlight=*:*
House and Figures in a Landscape,Judith A. Heller,https://collections.ed.ac.uk/art/record/22578?highlight=*:*
Untitled - Woman in Pigtails (1965),Julia A M Barnard,https://collections.ed.ac.uk/art/record/99382?highlight=*:*
Untitled (2006),Julia Rous,https://collections.ed.ac.uk/art/record/99864?highlight=*:*
Untitled (1967),June Hanlon,https://collections.ed.ac.uk/art/record/22019?highlight=*:*
Untitled - Nude Woman Wearing Veil (1962),June M. Morgan,https://collections.ed.ac.uk/art/record/99354?highlight=*:*
Untitled (Unknown),Justine Blair,https://collections.ed.ac.uk/art/record/21727?highlight=*:*
Untitled (1989),Karen Guthrie,https://collections.ed.ac.uk/art/record/21886?highlight=*:*
"Coast of Aubrey, Largs (1990)",Karen Guthrie,https://collections.ed.ac.uk/art/record/21686?highlight=*:*
The Ideal (1991),Karen Guthrie,https://collections.ed.ac.uk/art/record/21907?highlight=*:*
Extended Effect (2007),Karin Nogva,https://collections.ed.ac.uk/art/record/99900?highlight=*:*
Shouting Boys,Karol Prentice,https://collections.ed.ac.uk/art/record/22573?highlight=*:*
Interior and Window (1971),Karol Prentice,https://collections.ed.ac.uk/art/record/21364?highlight=*:*
The Repairable Flatpack Toaster (2017),Kasey Hou,https://collections.ed.ac.uk/art/record/100020?highlight=*:*
Untitled (1999),Kate Baker,https://collections.ed.ac.uk/art/record/21882?highlight=*:*
Untitled (1991-1992),Kate McKenzie,https://collections.ed.ac.uk/art/record/21993?highlight=*:*
Untitled (1991-1992),Kate McKenzie,https://collections.ed.ac.uk/art/record/21934?highlight=*:*
Untitled (17 May 2000),Kate Stancliffe,https://collections.ed.ac.uk/art/record/22001?highlight=*:*
Untitled (Unknown),Kate Stancliffe,https://collections.ed.ac.uk/art/record/21601?highlight=*:*
Portrait of a Man (1950),Katherine B K Burns,https://collections.ed.ac.uk/art/record/21390?highlight=*:*
Unknown (1950),Katherine B K Burns,https://collections.ed.ac.uk/art/record/50571?highlight=*:*
Architectural Interior,Katherine Binns,https://collections.ed.ac.uk/art/record/21430?highlight=*:*
Unknown (1958),Katherine Cowan,https://collections.ed.ac.uk/art/record/50514?highlight=*:*
Untitled (1977),Katherine Keil,https://collections.ed.ac.uk/art/record/21618?highlight=*:*
Seated Male Nude (1954),Kathleen M D Mole,https://collections.ed.ac.uk/art/record/21051?highlight=*:*
Seated Male Nude (1954),Kathleen M D Mole,https://collections.ed.ac.uk/art/record/21052?highlight=*:*
Untitled - Older Couple (1983),Kathleen R Greer,https://collections.ed.ac.uk/art/record/99430?highlight=*:*
Untitled (1963),Kathleen Russell,https://collections.ed.ac.uk/art/record/22014?highlight=*:*
Kathlee Russell,Kathleen Russell,https://collections.ed.ac.uk/art/record/99524?highlight=*:*
"Rock R Coast, Hethleen Russell, Bournemouth (1966)",Kathleen Russell,https://collections.ed.ac.uk/art/record/99523?highlight=*:*
Kathleen B Russell (1960),Kathleen Russell,https://collections.ed.ac.uk/art/record/99522?highlight=*:*
Untitled (1962),Kathleen Russell,https://collections.ed.ac.uk/art/record/99521?highlight=*:*
Anique Life drawing - 3rd Year (1962),Kathleen Russell,https://collections.ed.ac.uk/art/record/99520?highlight=*:*
Untitled (1960),Kathleen Russell,https://collections.ed.ac.uk/art/record/99519?highlight=*:*
Unknown (1962),Kathleen Russell,https://collections.ed.ac.uk/art/record/50503?highlight=*:*
Untitled (Dec 1970),Kathryn M. Buchan,https://collections.ed.ac.uk/art/record/21869?highlight=*:*
Crow (2007),Katie Devenish,https://collections.ed.ac.uk/art/record/99892?highlight=*:*
100 Billion Suns (2012),Katie Paterson,https://collections.ed.ac.uk/art/record/21002?highlight=*:*
Demolished Building,Keith Thomson,https://collections.ed.ac.uk/art/record/21464?highlight=*:*
Portrait of a Seated Woman (1962),Kellar,https://collections.ed.ac.uk/art/record/21293?highlight=*:*
Untitled (1973),Ken McLennan,https://collections.ed.ac.uk/art/record/21844?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21330?highlight=*:*
Portrait of a Woman (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21328?highlight=*:*
Standing Female Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21329?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21332?highlight=*:*
Portrait of a Man (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21331?highlight=*:*
Unknown,Kenneth Dingwall,https://collections.ed.ac.uk/art/record/50629?highlight=*:*
The Judgement of Paris (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/22713?highlight=*:*
Portrait of Seated Man in a Cap (1960),Kenneth Muir,https://collections.ed.ac.uk/art/record/20983?highlight=*:*
In Edinburgh Carnival '65 (1965),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99493?highlight=*:*
Unknown (1968),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99515?highlight=*:*
Unknown (1968),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99514?highlight=*:*
Two Views of a Lying Male Nude (1960),Kenneth R Wheatley,https://collections.ed.ac.uk/art/record/20858?highlight=*:*
Lying Female Nude (1960),Kenneth R Wheatley,https://collections.ed.ac.uk/art/record/20857?highlight=*:*
Figurative Composition in Brown and Blue (1993),Kenneth T. W. Neil,https://collections.ed.ac.uk/art/record/20756?highlight=*:*
Still Life with Two Seagulls (1975),Kenneth W. Bushe,https://collections.ed.ac.uk/art/record/22635?highlight=*:*
Making the World Safe for Capitalism (Unknown),Kenny Grant,https://collections.ed.ac.uk/art/record/21819?highlight=*:*
Untitled (2007),Kerri Stean,https://collections.ed.ac.uk/art/record/99978?highlight=*:*
Still Life (1994-1995),Kerry Watson,https://collections.ed.ac.uk/art/record/21450?highlight=*:*
Untitled (Unknown),Kerys Ellery,https://collections.ed.ac.uk/art/record/21615?highlight=*:*
Untitled (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/22027?highlight=*:*
Untitled - Nude Female Sitting (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/99359?highlight=*:*
Untitled - Nude Female Lying On a Patterned Bed (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/99358?highlight=*:*
Untitled (1967),Kirkland Main,https://collections.ed.ac.uk/art/record/21872?highlight=*:*
Suit of Armour (Circa 1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21170?highlight=*:*
Portrait of a Woman (Carole Danielson) (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21168?highlight=*:*
Seated Female Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21167?highlight=*:*
Standing Male Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21169?highlight=*:*
Abstract Landscape (Circa 1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21171?highlight=*:*
Untitled (Unknown),Kirkland Main,https://collections.ed.ac.uk/art/record/21938?highlight=*:*
Portrait of a Man (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/102658?highlight=*:*
Untitled,Kirkland Main,https://collections.ed.ac.uk/art/record/99987?highlight=*:*
Untitled,Kirkland Main,https://collections.ed.ac.uk/art/record/99988?highlight=*:*
Man with Woman Smoking (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/22549?highlight=*:*
Untitled - Woman and Man (1981),Kirsty A Kirkwood,https://collections.ed.ac.uk/art/record/99439?highlight=*:*
Old Waverley Hotel (1990),Kirsty E. Raitt,https://collections.ed.ac.uk/art/record/22587?highlight=*:*
Untitled (2002),Kirsty MacDonald,https://collections.ed.ac.uk/art/record/99929?highlight=*:*
Untitled (2002),Kirsty MacDonald,https://collections.ed.ac.uk/art/record/99949?highlight=*:*
Portrait of a Man,Kirsty Ratt,https://collections.ed.ac.uk/art/record/21439?highlight=*:*
Unnamed (2002),Ky Ober,https://collections.ed.ac.uk/art/record/99950?highlight=*:*
Relic of Origins: Red Deer (2013),Kyle Noble,https://collections.ed.ac.uk/art/record/21305?highlight=*:*
Relic of Origins: Wild Boar (2013),Kyle Noble,https://collections.ed.ac.uk/art/record/21304?highlight=*:*
Portrait of a Woman (1953),L Braque,https://collections.ed.ac.uk/art/record/21199?highlight=*:*
Abstract,L Henniker,https://collections.ed.ac.uk/art/record/21455?highlight=*:*
Four Abstract Panels,L Henniker,https://collections.ed.ac.uk/art/record/21460?highlight=*:*
Reclining Male Nude (Feb 1951),L Weir,https://collections.ed.ac.uk/art/record/21223?highlight=*:*
Untitled (1963),L. Allan,https://collections.ed.ac.uk/art/record/22012?highlight=*:*
Opera - Vienna (1963-1964),L. Allan,https://collections.ed.ac.uk/art/record/99384?highlight=*:*
Untitled - Portrait of a Girl (1963),L. Allan,https://collections.ed.ac.uk/art/record/99383?highlight=*:*
One Pound Coin (2017),Lara Hirst,https://collections.ed.ac.uk/art/record/100017?highlight=*:*
"Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)",Lara Hirst,https://collections.ed.ac.uk/art/record/100018?highlight=*:*
Abstract Pale Landscape,Laura Drever,https://collections.ed.ac.uk/art/record/22594?highlight=*:*
Schizophrenia (2007),Laura Guoke,https://collections.ed.ac.uk/art/record/99903?highlight=*:*
Untitled (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/22482?highlight=*:*
Untitled - Abstract Forest Landscape (1965-1966),Laura McPherson,https://collections.ed.ac.uk/art/record/99391?highlight=*:*
Untitled - Nude Woman with Legs Folded (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99390?highlight=*:*
Untitled - Abstract Road (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99393?highlight=*:*
Untitled - Abstract Landscape with Black (1965-1966),Laura McPherson,https://collections.ed.ac.uk/art/record/99392?highlight=*:*
Untitled - Portrait of Girl in Glasses (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99389?highlight=*:*
Untitled - Birds Eye View of City (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99394?highlight=*:*
Unknown (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/50499?highlight=*:*
Seated Female Nude (1953),Laura Nye,https://collections.ed.ac.uk/art/record/21117?highlight=*:*
Reclining Nude (1953),Laura Nye,https://collections.ed.ac.uk/art/record/21118?highlight=*:*
Unknown (1953),Laura Nye,https://collections.ed.ac.uk/art/record/53571?highlight=*:*
Untitled (1967),Laurence Roche,https://collections.ed.ac.uk/art/record/22480?highlight=*:*
Portrait of a Man (1956),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/21182?highlight=*:*
Unknown (1957),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/50617?highlight=*:*
Unknown (1953-1954),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/50616?highlight=*:*
Untitled (1967),Lawrence Roche,https://collections.ed.ac.uk/art/record/21758?highlight=*:*
Untitled (2014),Layla Kerley,https://collections.ed.ac.uk/art/record/47454?highlight=*:*
Cup of Life (1994),Leah Oates,https://collections.ed.ac.uk/art/record/21558?highlight=*:*
Student in the Studio,Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/21401?highlight=*:*
Figures and Sunshine (1962),Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/21400?highlight=*:*
Nude Male and Horse (Circa 1963),Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/21399?highlight=*:*
Man with Spring Plants (1953),Leonard Baskin,https://collections.ed.ac.uk/art/record/21687?highlight=*:*
Unknown,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53486?highlight=*:*
Unknown (1952),Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53488?highlight=*:*
Unknown,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53485?highlight=*:*
Unknown,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53484?highlight=*:*
Unknown (1952),Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53487?highlight=*:*
Still Life with Bols Bottle,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/22673?highlight=*:*
Two Pipers (Unknown),Leonard Rosoman,https://collections.ed.ac.uk/art/record/21752?highlight=*:*
The Etiquette of Landscape and Face: Passage 2 (2015),Leonie Neuweger,https://collections.ed.ac.uk/art/record/53782?highlight=*:*
The Etiquette of Landscape and Face: Passage 1 (2015),Leonie Neuweger,https://collections.ed.ac.uk/art/record/53781?highlight=*:*
Untitled - Nude Male in the Forest (1963),Leonore D Mackay,https://collections.ed.ac.uk/art/record/99395?highlight=*:*
Untitled (11 Nov 1977),Lesley A. Crave,https://collections.ed.ac.uk/art/record/21885?highlight=*:*
Standing Male Nude with Stick (1958),Lesley Crawford,https://collections.ed.ac.uk/art/record/21110?highlight=*:*
