ID,Price,neighbourhood,accommodates,Number of bathrooms,Number of Bedrooms,n beds,Review Scores Rating,Number of reviews,listing_url
20222489,71,Leith,5,1,2,2,NA,0,https://www.airbnb.com/rooms/20222489
20222564,61,Newington,5,1,2,3,91,28,https://www.airbnb.com/rooms/20222564
20222702,35,Morningside,2,1,1,2,100,26,https://www.airbnb.com/rooms/20222702
20223748,174,Cannonmills,4,1,2,2,80,2,https://www.airbnb.com/rooms/20223748
20226426,199,Old Town,6,1,2,4,89,19,https://www.airbnb.com/rooms/20226426
20226486,70,West End,6,1.5,3,4,96,20,https://www.airbnb.com/rooms/20226486
20226841,40,NA,2,2,0,1,100,4,https://www.airbnb.com/rooms/20226841
20230943,82,Leith,3,1,2,2,100,74,https://www.airbnb.com/rooms/20230943
20230945,50,NA,3,1,2,2,90,6,https://www.airbnb.com/rooms/20230945
20231392,23,Marchmont,1,1,1,1,98,10,https://www.airbnb.com/rooms/20231392
20231396,116,Marchmont,4,1,2,2,93,3,https://www.airbnb.com/rooms/20231396
20231419,125,Stockbridge,3,1,2,1,NA,0,https://www.airbnb.com/rooms/20231419
20231682,40,Marchmont,3,1,1,2,89,11,https://www.airbnb.com/rooms/20231682
20232418,70,Old Town,2,1,1,1,96,9,https://www.airbnb.com/rooms/20232418
20232429,235,Old Town,6,1,2,2,99,106,https://www.airbnb.com/rooms/20232429
20233341,65,NA,4,1.5,2,3,99,107,https://www.airbnb.com/rooms/20233341
20233688,115,Old Town,5,2,2,3,86,18,https://www.airbnb.com/rooms/20233688
20238981,100,Leith,4,1,2,2,98,25,https://www.airbnb.com/rooms/20238981
20239410,150,Southside,4,1,2,2,NA,0,https://www.airbnb.com/rooms/20239410
20240553,86,Marchmont,2,1,0,1,93,3,https://www.airbnb.com/rooms/20240553
20240701,45,Stockbridge,2,1,1,1,90,4,https://www.airbnb.com/rooms/20240701
20241340,100,Leith,5,2,2,2,100,4,https://www.airbnb.com/rooms/20241340
20241582,55,NA,2,1,1,1,90,3,https://www.airbnb.com/rooms/20241582
20242214,150,Old Town,4,1,2,2,90,56,https://www.airbnb.com/rooms/20242214
20242677,49,Morningside,2,1,1,2,80,4,https://www.airbnb.com/rooms/20242677
20243001,100,Newington,4,1.5,2,3,100,53,https://www.airbnb.com/rooms/20243001
20244304,16,NA,1,1,1,1,100,9,https://www.airbnb.com/rooms/20244304
20244413,40,Newington,1,2,1,1,70,2,https://www.airbnb.com/rooms/20244413
20244691,59,Leith,6,1,2,3,80,4,https://www.airbnb.com/rooms/20244691
20246042,391,New Town,4,1,2,3,99,18,https://www.airbnb.com/rooms/20246042
20251453,120,Haymarket,6,1,3,3,93,57,https://www.airbnb.com/rooms/20251453
20253338,29,NA,1,1,1,1,100,8,https://www.airbnb.com/rooms/20253338
20254202,30,NA,1,1,1,1,100,1,https://www.airbnb.com/rooms/20254202
20258048,120,Leith,4,1,2,2,100,2,https://www.airbnb.com/rooms/20258048
20258438,NA,Bruntsfield,4,1,2,3,93,6,https://www.airbnb.com/rooms/20258438
20258859,58,Tollcross,2,1.5,1,1,90,2,https://www.airbnb.com/rooms/20258859
20259571,145,Leith,6,1,1,2,93,58,https://www.airbnb.com/rooms/20259571
20260002,180,Southside,6,1,2,3,100,10,https://www.airbnb.com/rooms/20260002
20260586,100,Haymarket,2,1,1,1,80,1,https://www.airbnb.com/rooms/20260586
20260669,40,NA,2,1,1,1,99,24,https://www.airbnb.com/rooms/20260669
20261347,195,Newington,5,1,3,3,100,3,https://www.airbnb.com/rooms/20261347
20264962,45,NA,2,1,1,1,100,39,https://www.airbnb.com/rooms/20264962
20265970,350,New Town,5,2,2,3,100,2,https://www.airbnb.com/rooms/20265970
20267008,100,NA,3,1,1,1,100,1,https://www.airbnb.com/rooms/20267008
20267096,70,NA,4,1,2,3,93,128,https://www.airbnb.com/rooms/20267096
20268923,55,Leith,3,1,1,1,94,15,https://www.airbnb.com/rooms/20268923
20269285,114,Bruntsfield,4,2,2,2,100,10,https://www.airbnb.com/rooms/20269285
20271997,35,NA,1,1,1,1,100,9,https://www.airbnb.com/rooms/20271997
20274725,95,Leith,4,1,2,2,99,18,https://www.airbnb.com/rooms/20274725
20275034,80,NA,4,1,2,3,99,56,https://www.airbnb.com/rooms/20275034
20275051,135,Marchmont,6,1,3,3,100,1,https://www.airbnb.com/rooms/20275051
20275904,85,Leith,2,1,1,1,100,1,https://www.airbnb.com/rooms/20275904
20276042,75,Morningside,2,1,1,1,98,25,https://www.airbnb.com/rooms/20276042
20276125,65,NA,2,1,1,1,95,15,https://www.airbnb.com/rooms/20276125
20276442,NA,Old Town,1,0,1,1,100,1,https://www.airbnb.com/rooms/20276442
20277592,50,Haymarket,2,1,1,1,99,24,https://www.airbnb.com/rooms/20277592
20279931,28,NA,1,1.5,1,1,99,32,https://www.airbnb.com/rooms/20279931
20279940,47,NA,2,1,1,2,NA,1,https://www.airbnb.com/rooms/20279940
20280100,45,NA,1,1,1,2,NA,0,https://www.airbnb.com/rooms/20280100
20280455,50,Leith,2,1,1,1,97,85,https://www.airbnb.com/rooms/20280455
20280473,54,Old Town,1,1.5,1,1,98,81,https://www.airbnb.com/rooms/20280473
20282316,60,Leith,2,1,1,1,100,3,https://www.airbnb.com/rooms/20282316
20283680,49,Leith,2,1,1,1,100,7,https://www.airbnb.com/rooms/20283680
20283827,38,Leith,2,1,1,1,100,2,https://www.airbnb.com/rooms/20283827
20285350,48,Bruntsfield,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20285350
20289118,40,NA,2,1,1,1,100,71,https://www.airbnb.com/rooms/20289118
20291455,25,NA,2,1,1,1,99,29,https://www.airbnb.com/rooms/20291455
20291704,160,New Town,6,2,2,4,99,75,https://www.airbnb.com/rooms/20291704
20292050,100,Haymarket,4,2,2,2,93,6,https://www.airbnb.com/rooms/20292050
20292207,70,Leith,2,1,1,1,100,14,https://www.airbnb.com/rooms/20292207
20292343,75,Cannonmills,6,1,3,4,93,40,https://www.airbnb.com/rooms/20292343
20292645,70,Leith,6,1,2,3,88,5,https://www.airbnb.com/rooms/20292645
20292767,165,Morningside,6,1,2,3,100,1,https://www.airbnb.com/rooms/20292767
20292984,50,NA,4,1,2,2,95,11,https://www.airbnb.com/rooms/20292984
20293019,66,Haymarket,3,1,1,2,NA,0,https://www.airbnb.com/rooms/20293019
20293048,130,West End,3,2,2,2,90,14,https://www.airbnb.com/rooms/20293048
20296384,21,Haymarket,1,1,1,1,100,4,https://www.airbnb.com/rooms/20296384
20298625,100,West End,4,1,2,2,99,124,https://www.airbnb.com/rooms/20298625
20300516,140,NA,4,2,2,2,100,4,https://www.airbnb.com/rooms/20300516
20302074,50,New Town,2,1,1,1,97,22,https://www.airbnb.com/rooms/20302074
20302884,50,Leith,4,1,2,3,98,11,https://www.airbnb.com/rooms/20302884
20302918,55,NA,2,1,1,1,98,46,https://www.airbnb.com/rooms/20302918
20304312,35,Leith,2,1,1,1,99,60,https://www.airbnb.com/rooms/20304312
20304429,140,NA,4,2,2,2,100,1,https://www.airbnb.com/rooms/20304429
20305593,32,Leith,2,1,1,1,98,86,https://www.airbnb.com/rooms/20305593
20307532,99,Southside,3,1,1,2,96,19,https://www.airbnb.com/rooms/20307532
20310059,30,NA,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20310059
20313594,147,West End,4,2,2,2,100,46,https://www.airbnb.com/rooms/20313594
20313760,125,Newington,8,2,5,5,95,71,https://www.airbnb.com/rooms/20313760
20314669,75,Marchmont,4,1,2,2,95,72,https://www.airbnb.com/rooms/20314669
20315198,165,Haymarket,4,1,2,2,97,6,https://www.airbnb.com/rooms/20315198
20315805,40,Old Town,1,1,1,1,97,130,https://www.airbnb.com/rooms/20315805
20316052,250,West End,8,2,3,4,100,152,https://www.airbnb.com/rooms/20316052
20319000,175,Marchmont,4,1,2,3,100,1,https://www.airbnb.com/rooms/20319000
20319300,120,Cannonmills,2,1,1,1,100,4,https://www.airbnb.com/rooms/20319300
20319422,50,NA,2,2,1,1,82,10,https://www.airbnb.com/rooms/20319422
20319891,60,Haymarket,4,1,1,1,94,29,https://www.airbnb.com/rooms/20319891
20320000,50,Newington,2,1,1,1,96,5,https://www.airbnb.com/rooms/20320000
20320726,37,Southside,2,1,1,1,80,1,https://www.airbnb.com/rooms/20320726
20321389,27,NA,2,1,1,1,100,5,https://www.airbnb.com/rooms/20321389
20322619,100,New Town,6,2,3,4,96,99,https://www.airbnb.com/rooms/20322619
20325275,85,Leith,2,1,1,1,98,11,https://www.airbnb.com/rooms/20325275
20325346,50,Haymarket,2,1,1,1,96,49,https://www.airbnb.com/rooms/20325346
20325929,30,Morningside,2,1,1,1,100,11,https://www.airbnb.com/rooms/20325929
20337037,550,NA,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20337037
20344075,22,NA,1,1,1,1,95,4,https://www.airbnb.com/rooms/20344075
20345241,29,NA,2,1,1,1,98,10,https://www.airbnb.com/rooms/20345241
20345796,57,Marchmont,2,1,1,1,100,1,https://www.airbnb.com/rooms/20345796
20351482,150,Leith,4,2,2,2,100,28,https://www.airbnb.com/rooms/20351482
20352873,40,NA,3,1,2,2,99,39,https://www.airbnb.com/rooms/20352873
20353278,38,Haymarket,2,1,1,1,99,89,https://www.airbnb.com/rooms/20353278
20355772,35,NA,3,1,2,2,99,121,https://www.airbnb.com/rooms/20355772
20360004,85,NA,4,1,1,2,96,57,https://www.airbnb.com/rooms/20360004
20365596,30,Newington,2,1,1,1,100,5,https://www.airbnb.com/rooms/20365596
20366453,100,Leith,2,1,1,1,93,3,https://www.airbnb.com/rooms/20366453
20369685,56,Leith,5,1,2,3,93,85,https://www.airbnb.com/rooms/20369685
20370187,70,Tollcross,6,2,3,3,91,36,https://www.airbnb.com/rooms/20370187
20371838,50,Haymarket,2,1,1,1,93,10,https://www.airbnb.com/rooms/20371838
20376568,57,NA,4,1,1,1,98,71,https://www.airbnb.com/rooms/20376568
20378018,120,New Town,8,3,4,4,95,36,https://www.airbnb.com/rooms/20378018
20378862,60,NA,2,1,1,1,100,5,https://www.airbnb.com/rooms/20378862
20379290,45,West End,2,1,1,1,NA,1,https://www.airbnb.com/rooms/20379290
20384091,55,Haymarket,4,1,1,2,97,117,https://www.airbnb.com/rooms/20384091
20385261,79,New Town,6,2,2,3,92,58,https://www.airbnb.com/rooms/20385261
20386674,60,Marchmont,3,1,1,3,95,4,https://www.airbnb.com/rooms/20386674
20390052,55,New Town,2,1,1,1,98,8,https://www.airbnb.com/rooms/20390052
20393971,50,Marchmont,1,1,1,1,NA,0,https://www.airbnb.com/rooms/20393971
20395916,89,West End,3,1,2,2,87,24,https://www.airbnb.com/rooms/20395916
20398165,85,New Town,7,2,3,4,84,36,https://www.airbnb.com/rooms/20398165
20398605,47,Leith,2,1,1,1,92,20,https://www.airbnb.com/rooms/20398605
20399243,69,Bruntsfield,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20399243
20401300,55,Southside,2,1,1,1,98,43,https://www.airbnb.com/rooms/20401300
20403625,200,Tollcross,4,1,2,1,78,37,https://www.airbnb.com/rooms/20403625
20404966,25,Leith,2,1,1,1,99,21,https://www.airbnb.com/rooms/20404966
20406339,140,Haymarket,6,1,3,3,100,4,https://www.airbnb.com/rooms/20406339
20408338,40,Leith,1,1,1,1,98,9,https://www.airbnb.com/rooms/20408338
20415534,40,Leith,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20415534
20416739,38,Leith,2,1,1,1,100,1,https://www.airbnb.com/rooms/20416739
20417573,79,New Town,4,1,1,1,98,102,https://www.airbnb.com/rooms/20417573
20417701,48,Leith,2,1,1,1,100,7,https://www.airbnb.com/rooms/20417701
20417834,42,Leith,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20417834
20421301,80,Bruntsfield,3,1,1,2,99,20,https://www.airbnb.com/rooms/20421301
20423027,50,NA,4,1,2,2,84,73,https://www.airbnb.com/rooms/20423027
20423158,110,West End,2,1,1,1,100,2,https://www.airbnb.com/rooms/20423158
20424050,44,Leith,2,1,1,1,97,153,https://www.airbnb.com/rooms/20424050
20424158,104,NA,4,1.5,2,2,87,3,https://www.airbnb.com/rooms/20424158
20430685,40,NA,2,1,1,2,97,74,https://www.airbnb.com/rooms/20430685
20432205,99,Newington,2,1,1,1,91,9,https://www.airbnb.com/rooms/20432205
20433393,70,Haymarket,4,1.5,1,2,97,7,https://www.airbnb.com/rooms/20433393
20436892,65,Cannonmills,2,1,1,1,98,25,https://www.airbnb.com/rooms/20436892
20437636,55,Leith,2,1,1,1,99,202,https://www.airbnb.com/rooms/20437636
20438539,69,Bruntsfield,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20438539
20441938,78,West End,4,1,1,1,95,40,https://www.airbnb.com/rooms/20441938
20444725,70,New Town,2,1,1,1,94,24,https://www.airbnb.com/rooms/20444725
20447294,120,Haymarket,6,1,3,3,95,75,https://www.airbnb.com/rooms/20447294
20447425,36,West End,2,1,1,1,84,206,https://www.airbnb.com/rooms/20447425
20448845,99,Leith,5,1,2,4,99,91,https://www.airbnb.com/rooms/20448845
20449675,85,Leith,6,2,2,2,94,137,https://www.airbnb.com/rooms/20449675
20451612,80,Haymarket,1,1,1,1,NA,0,https://www.airbnb.com/rooms/20451612
20451899,25,Leith,2,1.5,1,1,98,13,https://www.airbnb.com/rooms/20451899
20452176,38,Bruntsfield,2,1,1,1,97,85,https://www.airbnb.com/rooms/20452176
20452516,37,Southside,1,1,1,1,87,120,https://www.airbnb.com/rooms/20452516
20453258,45,Leith,2,1,1,1,89,53,https://www.airbnb.com/rooms/20453258
20453804,60,Cannonmills,2,1,1,1,96,48,https://www.airbnb.com/rooms/20453804
20454088,31,Leith,2,1,1,1,100,10,https://www.airbnb.com/rooms/20454088
20461518,100,Southside,5,1.5,2,2,100,1,https://www.airbnb.com/rooms/20461518
20464827,35,NA,2,2,1,1,98,10,https://www.airbnb.com/rooms/20464827
20464890,75,West End,4,1,1,2,92,48,https://www.airbnb.com/rooms/20464890
20465247,48,Leith,3,1,1,2,96,72,https://www.airbnb.com/rooms/20465247
20465400,60,Haymarket,4,1,2,2,95,64,https://www.airbnb.com/rooms/20465400
20466652,400,Marchmont,7,1,4,4,94,25,https://www.airbnb.com/rooms/20466652
20466993,30,Bruntsfield,1,1,1,1,NA,0,https://www.airbnb.com/rooms/20466993
20468240,40,West End,2,2,1,1,NA,0,https://www.airbnb.com/rooms/20468240
20479546,78,Leith,4,2,2,2,100,5,https://www.airbnb.com/rooms/20479546
20481045,40,NA,2,1,1,1,97,78,https://www.airbnb.com/rooms/20481045
20485861,50,Haymarket,2,1,0,1,NA,0,https://www.airbnb.com/rooms/20485861
20489664,100,NA,9,1,3,7,80,6,https://www.airbnb.com/rooms/20489664
20492540,43,Leith,2,1,1,1,99,48,https://www.airbnb.com/rooms/20492540
20492580,140,Old Town,4,1,2,2,98,20,https://www.airbnb.com/rooms/20492580
20492900,65,Leith,3,1,1,2,99,54,https://www.airbnb.com/rooms/20492900
20495800,32,Leith,1,1,1,1,96,29,https://www.airbnb.com/rooms/20495800
20498109,85,Haymarket,4,1,1,1,100,2,https://www.airbnb.com/rooms/20498109
20498528,165,Leith,4,1,3,2,NA,0,https://www.airbnb.com/rooms/20498528
20499990,35,NA,2,1,1,1,96,45,https://www.airbnb.com/rooms/20499990
20501479,42,Haymarket,2,1,1,1,98,76,https://www.airbnb.com/rooms/20501479
20505741,39,NA,2,1,1,1,40,1,https://www.airbnb.com/rooms/20505741
20509609,116,Old Town,4,1,1,1,88,5,https://www.airbnb.com/rooms/20509609
20511820,46,Leith,2,1,1,1,100,1,https://www.airbnb.com/rooms/20511820
20511955,75,Newington,2,1,1,1,93,3,https://www.airbnb.com/rooms/20511955
20513456,500,West End,7,3.5,3,4,NA,0,https://www.airbnb.com/rooms/20513456
20514224,65,NA,4,1,2,2,97,35,https://www.airbnb.com/rooms/20514224
20514366,58,Stockbridge,2,1,1,1,93,127,https://www.airbnb.com/rooms/20514366
20517810,38,NA,2,1,1,2,98,55,https://www.airbnb.com/rooms/20517810
20530416,150,New Town,6,3,3,4,88,20,https://www.airbnb.com/rooms/20530416
20533644,20,NA,2,1,1,1,96,113,https://www.airbnb.com/rooms/20533644
20536266,45,Leith,2,1,1,1,97,52,https://www.airbnb.com/rooms/20536266
20538506,26,Leith,2,1,1,1,98,34,https://www.airbnb.com/rooms/20538506
20545644,215,Old Town,4,2,1,2,99,171,https://www.airbnb.com/rooms/20545644
20551390,40,NA,2,1,1,1,100,2,https://www.airbnb.com/rooms/20551390
20551483,50,NA,4,1,2,2,94,158,https://www.airbnb.com/rooms/20551483
20551843,31,Southside,1,1,5,1,NA,0,https://www.airbnb.com/rooms/20551843
20555944,45,NA,1,1,1,1,93,3,https://www.airbnb.com/rooms/20555944
20556120,46,Leith,2,1,1,1,99,28,https://www.airbnb.com/rooms/20556120
20564220,35,NA,1,1,0,1,NA,0,https://www.airbnb.com/rooms/20564220
20564259,120,New Town,7,2,3,5,95,101,https://www.airbnb.com/rooms/20564259
20565566,60,NA,3,1,1,1,92,52,https://www.airbnb.com/rooms/20565566
20566028,100,Old Town,4,1,2,2,98,161,https://www.airbnb.com/rooms/20566028
20566417,55,West End,2,1,1,1,99,18,https://www.airbnb.com/rooms/20566417
20566609,350,Stockbridge,8,1,4,4,99,33,https://www.airbnb.com/rooms/20566609
20567449,60,Old Town,4,1.5,1,0,99,157,https://www.airbnb.com/rooms/20567449
20567691,40,Leith,2,1,1,1,98,79,https://www.airbnb.com/rooms/20567691
20569066,50,Leith,4,1,2,2,93,9,https://www.airbnb.com/rooms/20569066
20569069,60,Haymarket,2,1,1,1,100,1,https://www.airbnb.com/rooms/20569069
20570485,50,Morningside,1,1,1,1,NA,0,https://www.airbnb.com/rooms/20570485
20576689,95,Old Town,6,1,2,3,98,121,https://www.airbnb.com/rooms/20576689
20579889,35,Leith,2,1,1,1,98,37,https://www.airbnb.com/rooms/20579889
20580085,35,Leith,2,2,1,1,100,4,https://www.airbnb.com/rooms/20580085
20580213,100,Morningside,3,1,1,1,95,11,https://www.airbnb.com/rooms/20580213
20581506,180,Old Town,2,1,1,1,100,58,https://www.airbnb.com/rooms/20581506
20587365,70,Stockbridge,4,2,2,3,97,65,https://www.airbnb.com/rooms/20587365
20596346,59,Haymarket,2,1,1,1,99,77,https://www.airbnb.com/rooms/20596346
20598288,120,Leith,6,1,0,2,100,2,https://www.airbnb.com/rooms/20598288
20598503,400,Leith,4,1,2,2,94,38,https://www.airbnb.com/rooms/20598503
20601979,79,Old Town,4,1,2,2,94,85,https://www.airbnb.com/rooms/20601979
20604200,45,NA,2,1,1,2,90,12,https://www.airbnb.com/rooms/20604200
20604749,32,Leith,2,1,1,1,97,6,https://www.airbnb.com/rooms/20604749
20610061,70,Leith,2,1,1,NA,100,1,https://www.airbnb.com/rooms/20610061
20611227,60,Leith,2,1,1,1,98,80,https://www.airbnb.com/rooms/20611227
20614821,130,New Town,6,1,2,3,99,99,https://www.airbnb.com/rooms/20614821
20616694,250,Leith,14,2,4,14,91,39,https://www.airbnb.com/rooms/20616694
20620158,45,NA,1,1,1,1,92,5,https://www.airbnb.com/rooms/20620158
20621268,30,Old Town,2,1,1,1,96,17,https://www.airbnb.com/rooms/20621268
20622388,45,NA,2,1,1,1,100,2,https://www.airbnb.com/rooms/20622388
20627883,65,Tollcross,2,1,1,1,94,7,https://www.airbnb.com/rooms/20627883
20631811,50,Cannonmills,4,1,1,2,84,18,https://www.airbnb.com/rooms/20631811
20634567,45,NA,2,1,1,1,85,8,https://www.airbnb.com/rooms/20634567
20635142,53,Leith,2,1,1,1,85,30,https://www.airbnb.com/rooms/20635142
20649106,120,Old Town,4,2,2,3,97,19,https://www.airbnb.com/rooms/20649106
20651992,120,Haymarket,4,1,2,2,100,2,https://www.airbnb.com/rooms/20651992
20652457,46,NA,4,1,2,2,93,4,https://www.airbnb.com/rooms/20652457
20653369,45,Leith,2,1,1,1,100,3,https://www.airbnb.com/rooms/20653369
20657406,35,Leith,2,1,1,2,97,28,https://www.airbnb.com/rooms/20657406
20659448,195,New Town,6,2,3,3,99,144,https://www.airbnb.com/rooms/20659448
20661653,500,Haymarket,4,1,1,2,NA,0,https://www.airbnb.com/rooms/20661653
20662395,75,Newington,2,1,1,1,100,100,https://www.airbnb.com/rooms/20662395
20664323,80,NA,2,1,1,1,99,43,https://www.airbnb.com/rooms/20664323
20665536,59,NA,4,1,2,2,94,15,https://www.airbnb.com/rooms/20665536
20671139,129,Leith,8,3,4,4,89,51,https://www.airbnb.com/rooms/20671139
20673630,40,Southside,4,1,1,2,87,73,https://www.airbnb.com/rooms/20673630
20677132,79,Leith,7,1,2,4,98,9,https://www.airbnb.com/rooms/20677132
20677889,60,Leith,2,1,1,1,99,47,https://www.airbnb.com/rooms/20677889
20683704,80,West End,4,1,2,2,85,5,https://www.airbnb.com/rooms/20683704
20688381,200,Southside,4,1,0,2,91,49,https://www.airbnb.com/rooms/20688381
20688510,60,West End,7,1.5,3,5,94,52,https://www.airbnb.com/rooms/20688510
20689545,80,Old Town,5,1,2,3,92,69,https://www.airbnb.com/rooms/20689545
20689682,96,Stockbridge,4,1,2,2,96,35,https://www.airbnb.com/rooms/20689682
20692341,188,West End,10,1,4,5,94,26,https://www.airbnb.com/rooms/20692341
20693693,85,NA,4,1,2,2,98,31,https://www.airbnb.com/rooms/20693693
20704792,51,Morningside,4,1,2,2,97,34,https://www.airbnb.com/rooms/20704792
20707659,75,NA,4,1,1,1,80,2,https://www.airbnb.com/rooms/20707659
20708832,90,Haymarket,4,1,1,1,80,1,https://www.airbnb.com/rooms/20708832
20709082,49,Haymarket,5,1,2,2,85,17,https://www.airbnb.com/rooms/20709082
20724662,15,Leith,1,1,1,1,NA,0,https://www.airbnb.com/rooms/20724662
20727624,90,Old Town,4,1,2,2,99,114,https://www.airbnb.com/rooms/20727624
20735643,114,Tollcross,6,1,2,4,95,64,https://www.airbnb.com/rooms/20735643
20738483,55,NA,2,1,1,2,91,7,https://www.airbnb.com/rooms/20738483
20738937,70,Old Town,4,1,1,2,93,44,https://www.airbnb.com/rooms/20738937
20740747,200,Cannonmills,6,1,2,4,99,27,https://www.airbnb.com/rooms/20740747
20741208,29,Tollcross,2,1,1,1,97,24,https://www.airbnb.com/rooms/20741208
20741619,150,Marchmont,6,1.5,3,3,95,49,https://www.airbnb.com/rooms/20741619
20743475,100,NA,2,1,1,2,94,10,https://www.airbnb.com/rooms/20743475
20752585,0,Leith,1,1,1,1,100,1,https://www.airbnb.com/rooms/20752585
20753884,200,Leith,6,1,3,3,96,45,https://www.airbnb.com/rooms/20753884
20754224,95,NA,3,1,1,1,95,4,https://www.airbnb.com/rooms/20754224
20754715,250,Leith,4,1,2,2,99,57,https://www.airbnb.com/rooms/20754715
20755081,50,Old Town,2,1,1,1,100,3,https://www.airbnb.com/rooms/20755081
20755973,75,Leith,4,1,2,2,98,94,https://www.airbnb.com/rooms/20755973
20769789,60,Haymarket,4,1,2,2,97,7,https://www.airbnb.com/rooms/20769789
20769848,70,Leith,4,2,2,2,100,4,https://www.airbnb.com/rooms/20769848
20772735,30,NA,2,1,1,1,80,4,https://www.airbnb.com/rooms/20772735
20781713,35,Morningside,2,1,1,1,99,49,https://www.airbnb.com/rooms/20781713
20786527,29,NA,2,1,2,1,100,3,https://www.airbnb.com/rooms/20786527
20792112,30,NA,2,1,1,1,87,14,https://www.airbnb.com/rooms/20792112
20794101,70,NA,4,1,2,3,95,52,https://www.airbnb.com/rooms/20794101
20808346,60,Bruntsfield,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20808346
20811658,60,Leith,4,1,2,2,92,6,https://www.airbnb.com/rooms/20811658
20812494,30,Leith,2,1,1,1,100,46,https://www.airbnb.com/rooms/20812494
20822767,26,NA,1,1,1,1,99,47,https://www.airbnb.com/rooms/20822767
20825819,85,Marchmont,3,1,1,2,100,27,https://www.airbnb.com/rooms/20825819
20832511,315,New Town,9,2.5,3,8,100,30,https://www.airbnb.com/rooms/20832511
20832626,80,Haymarket,6,1,2,3,93,82,https://www.airbnb.com/rooms/20832626
20841694,75,Marchmont,7,2,3,4,94,85,https://www.airbnb.com/rooms/20841694
20842659,84,Haymarket,5,1,3,3,87,56,https://www.airbnb.com/rooms/20842659
20844458,50,Leith,3,1,1,2,86,19,https://www.airbnb.com/rooms/20844458
20845559,55,Old Town,4,1,1,2,96,59,https://www.airbnb.com/rooms/20845559
20846619,76,Southside,5,1,1,3,96,60,https://www.airbnb.com/rooms/20846619
20852799,25,West End,2,1,1,1,93,26,https://www.airbnb.com/rooms/20852799
20856131,30,NA,2,1,1,1,97,41,https://www.airbnb.com/rooms/20856131
20857719,84,Cannonmills,3,1,2,2,96,20,https://www.airbnb.com/rooms/20857719
20858897,27,Leith,2,1,1,1,96,121,https://www.airbnb.com/rooms/20858897
20867658,30,Leith,2,1,1,1,96,108,https://www.airbnb.com/rooms/20867658
20873509,100,NA,4,2,1,2,98,9,https://www.airbnb.com/rooms/20873509
20880163,25,NA,1,1,1,1,96,15,https://www.airbnb.com/rooms/20880163
20880250,65,Leith,4,2,2,2,100,3,https://www.airbnb.com/rooms/20880250
20881384,25,NA,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20881384
20881955,59,Tollcross,2,1,1,1,96,90,https://www.airbnb.com/rooms/20881955
20882225,37,Leith,2,1,1,1,100,30,https://www.airbnb.com/rooms/20882225
20884496,14,NA,1,1,1,1,100,2,https://www.airbnb.com/rooms/20884496
20892030,100,West End,2,1,1,1,100,2,https://www.airbnb.com/rooms/20892030
20893390,154,Marchmont,6,1,3,3,93,7,https://www.airbnb.com/rooms/20893390
20893623,99,Old Town,5,1,2,3,95,47,https://www.airbnb.com/rooms/20893623
20894758,150,Old Town,4,1,2,3,98,55,https://www.airbnb.com/rooms/20894758
20895814,57,Old Town,2,1,1,1,94,114,https://www.airbnb.com/rooms/20895814
20896126,38,NA,3,1,1,2,99,66,https://www.airbnb.com/rooms/20896126
20909116,80,Southside,2,1,1,1,97,61,https://www.airbnb.com/rooms/20909116
20909806,68,Cannonmills,3,1,1,2,100,6,https://www.airbnb.com/rooms/20909806
20910891,50,New Town,2,1.5,1,1,98,113,https://www.airbnb.com/rooms/20910891
20913637,42,Leith,1,1,1,1,NA,0,https://www.airbnb.com/rooms/20913637
20913749,85,Old Town,6,1,2,5,96,72,https://www.airbnb.com/rooms/20913749
20913877,62,Leith,4,1,1,2,98,102,https://www.airbnb.com/rooms/20913877
20914729,35,Leith,2,1,1,1,100,6,https://www.airbnb.com/rooms/20914729
20925062,45,Leith,6,2,3,3,94,13,https://www.airbnb.com/rooms/20925062
20930473,45,NA,2,1,1,1,100,3,https://www.airbnb.com/rooms/20930473
20932019,60,Leith,4,1,2,2,100,1,https://www.airbnb.com/rooms/20932019
20932336,90,Leith,6,1,3,3,92,29,https://www.airbnb.com/rooms/20932336
20936758,131,New Town,6,2,3,3,96,115,https://www.airbnb.com/rooms/20936758
20937824,22,Morningside,1,1,1,1,98,15,https://www.airbnb.com/rooms/20937824
20938899,85,New Town,4,1,2,4,90,4,https://www.airbnb.com/rooms/20938899
20939211,30,Old Town,2,1,1,1,NA,0,https://www.airbnb.com/rooms/20939211
20944246,28,Stockbridge,2,1,1,1,90,2,https://www.airbnb.com/rooms/20944246
20947278,42,Haymarket,1,1,0,1,97,8,https://www.airbnb.com/rooms/20947278
20953478,50,Morningside,2,1,1,1,96,35,https://www.airbnb.com/rooms/20953478
20953901,45,NA,2,1,1,1,100,4,https://www.airbnb.com/rooms/20953901
20962967,99,Newington,6,2,3,3,NA,0,https://www.airbnb.com/rooms/20962967
20978153,100,West End,1,1,1,1,NA,0,https://www.airbnb.com/rooms/20978153
