Entity,Code,Year,Mismanaged plastic waste (tonnes),Coastal population,Total population (Gapminder)
Mali,MLI,1965,NA,NA,5597238
Mali,MLI,1966,NA,NA,5675700
Mali,MLI,1967,NA,NA,5757783
Mali,MLI,1968,NA,NA,5844286
Mali,MLI,1969,NA,NA,5936162
Mali,MLI,1970,NA,NA,6034022
Mali,MLI,1971,NA,NA,6138428
Mali,MLI,1972,NA,NA,6249101
Mali,MLI,1973,NA,NA,6364760
Mali,MLI,1974,NA,NA,6483570
Mali,MLI,1975,NA,NA,6604259
Mali,MLI,1976,NA,NA,6725776
Mali,MLI,1977,NA,NA,6848536
Mali,MLI,1978,NA,NA,6974443
Mali,MLI,1979,NA,NA,7106248
Mali,MLI,1980,NA,NA,7245598
Mali,MLI,1981,NA,NA,7394730
Mali,MLI,1982,NA,NA,7552338
Mali,MLI,1983,NA,NA,7712392
Mali,MLI,1984,NA,NA,7866571
Mali,MLI,1985,NA,NA,8009705
Mali,MLI,1986,NA,NA,8139016
Mali,MLI,1987,NA,NA,8258615
Mali,MLI,1988,NA,NA,8378673
Mali,MLI,1989,NA,NA,8513337
Mali,MLI,1990,NA,NA,8672868
Mali,MLI,1991,NA,NA,8861362
Mali,MLI,1992,NA,NA,9076261
Mali,MLI,1993,NA,NA,9313042
Mali,MLI,1994,NA,NA,9564231
Mali,MLI,1995,NA,NA,9824510
Mali,MLI,1996,NA,NA,10092753
Mali,MLI,1997,NA,NA,10371338
Mali,MLI,1998,NA,NA,10662517
Mali,MLI,1999,NA,NA,10969725
Mali,MLI,2000,NA,NA,11295324
Mali,MLI,2001,NA,NA,11639798
Mali,MLI,2002,NA,NA,12001887
Mali,MLI,2003,NA,NA,12380104
Mali,MLI,2004,NA,NA,12772264
Mali,MLI,2005,NA,NA,13176642
Mali,MLI,2006,NA,NA,13592796
Mali,MLI,2007,NA,NA,14020786
Mali,MLI,2008,NA,NA,14459990
Mali,MLI,2009,NA,NA,14909813
Mali,MLI,2010,NA,NA,15369809
Mali,MLI,2011,NA,NA,15839538
Mali,MLI,2012,NA,NA,16318897
Mali,MLI,2013,NA,NA,16808242
Malta,MLT,1800,NA,NA,134072
Malta,MLT,1820,NA,NA,134072
Malta,MLT,1950,NA,NA,311997
Malta,MLT,1951,NA,NA,312918
Malta,MLT,1952,NA,NA,313514
Malta,MLT,1953,NA,NA,313903
Malta,MLT,1954,NA,NA,314164
Malta,MLT,1955,NA,NA,314341
Malta,MLT,1956,NA,NA,314436
Malta,MLT,1957,NA,NA,314412
Malta,MLT,1958,NA,NA,314204
Malta,MLT,1959,NA,NA,313725
Malta,MLT,1960,NA,NA,312905
Malta,MLT,1961,NA,NA,311724
Malta,MLT,1962,NA,NA,310249
Malta,MLT,1963,NA,NA,308639
Malta,MLT,1964,NA,NA,307119
Malta,MLT,1965,NA,NA,305851
Malta,MLT,1966,NA,NA,304939
Malta,MLT,1967,NA,NA,304369
Malta,MLT,1968,NA,NA,304047
Malta,MLT,1969,NA,NA,303822
Malta,MLT,1970,NA,NA,303607
Malta,MLT,1971,NA,NA,303338
Malta,MLT,1972,NA,NA,303123
Malta,MLT,1973,NA,NA,303243
Malta,MLT,1974,NA,NA,304083
Malta,MLT,1975,NA,NA,305898
Malta,MLT,1976,NA,NA,308788
Malta,MLT,1977,NA,NA,312621
Malta,MLT,1978,NA,NA,317130
Malta,MLT,1979,NA,NA,321925
Malta,MLT,1980,NA,NA,326709
Malta,MLT,1981,NA,NA,331406
Malta,MLT,1982,NA,NA,336046
Malta,MLT,1983,NA,NA,340572
Malta,MLT,1984,NA,NA,344944
Malta,MLT,1985,NA,NA,349135
Malta,MLT,1986,NA,NA,353069
Malta,MLT,1987,NA,NA,356736
Malta,MLT,1988,NA,NA,360256
Malta,MLT,1989,NA,NA,363812
Malta,MLT,1990,NA,NA,367524
Malta,MLT,1991,NA,NA,371455
Malta,MLT,1992,NA,NA,375533
Malta,MLT,1993,NA,NA,379574
Malta,MLT,1994,NA,NA,383314
Malta,MLT,1995,NA,NA,386576
Malta,MLT,1996,NA,NA,389277
Malta,MLT,1997,NA,NA,391499
Malta,MLT,1998,NA,NA,393429
Malta,MLT,1999,NA,NA,395339
Malta,MLT,2000,NA,NA,397420
Malta,MLT,2001,NA,NA,399746
Malta,MLT,2002,NA,NA,402244
Malta,MLT,2003,NA,NA,404787
Malta,MLT,2004,NA,NA,407183
Malta,MLT,2005,NA,NA,409295
Malta,MLT,2006,NA,NA,411084
Malta,MLT,2007,NA,NA,412608
Malta,MLT,2008,NA,NA,413946
Malta,MLT,2009,NA,NA,415220
Malta,MLT,2010,2620,404707,416515
Malta,MLT,2011,NA,NA,417855
Malta,MLT,2012,NA,NA,419212
Malta,MLT,2013,NA,NA,420557
Marshall Islands,MHL,1800,NA,NA,5828
Marshall Islands,MHL,1820,NA,NA,5828
Marshall Islands,MHL,1950,NA,NA,13000
Marshall Islands,MHL,1951,NA,NA,13218
Marshall Islands,MHL,1952,NA,NA,13432
Marshall Islands,MHL,1953,NA,NA,13621
Marshall Islands,MHL,1954,NA,NA,13774
Marshall Islands,MHL,1955,NA,NA,13893
Marshall Islands,MHL,1956,NA,NA,13987
Marshall Islands,MHL,1957,NA,NA,14081
Marshall Islands,MHL,1958,NA,NA,14201
Marshall Islands,MHL,1959,NA,NA,14384
Marshall Islands,MHL,1960,NA,NA,14661
Marshall Islands,MHL,1961,NA,NA,15050
Marshall Islands,MHL,1962,NA,NA,15543
Marshall Islands,MHL,1963,NA,NA,16109
Marshall Islands,MHL,1964,NA,NA,16700
Marshall Islands,MHL,1965,NA,NA,17282
Marshall Islands,MHL,1966,NA,NA,17839
Marshall Islands,MHL,1967,NA,NA,18387
Marshall Islands,MHL,1968,NA,NA,18965
Marshall Islands,MHL,1969,NA,NA,19622
Marshall Islands,MHL,1970,NA,NA,20397
Marshall Islands,MHL,1971,NA,NA,21309
Marshall Islands,MHL,1972,NA,NA,22340
Marshall Islands,MHL,1973,NA,NA,23439
Marshall Islands,MHL,1974,NA,NA,24534
Marshall Islands,MHL,1975,NA,NA,25578
Marshall Islands,MHL,1976,NA,NA,26547
Marshall Islands,MHL,1977,NA,NA,27467
Marshall Islands,MHL,1978,NA,NA,28396
Marshall Islands,MHL,1979,NA,NA,29414
Marshall Islands,MHL,1980,NA,NA,30578
Marshall Islands,MHL,1981,NA,NA,31891
Marshall Islands,MHL,1982,NA,NA,33330
Marshall Islands,MHL,1983,NA,NA,34890
Marshall Islands,MHL,1984,NA,NA,36562
Marshall Islands,MHL,1985,NA,NA,38327
Marshall Islands,MHL,1986,NA,NA,40196
Marshall Islands,MHL,1987,NA,NA,42140
Marshall Islands,MHL,1988,NA,NA,44054
Marshall Islands,MHL,1989,NA,NA,45802
Marshall Islands,MHL,1990,NA,NA,47288
Marshall Islands,MHL,1991,NA,NA,48469
Marshall Islands,MHL,1992,NA,NA,49369
Marshall Islands,MHL,1993,NA,NA,50040
Marshall Islands,MHL,1994,NA,NA,50565
Marshall Islands,MHL,1995,NA,NA,51008
Marshall Islands,MHL,1996,NA,NA,51389
Marshall Islands,MHL,1997,NA,NA,51697
Marshall Islands,MHL,1998,NA,NA,51930
Marshall Islands,MHL,1999,NA,NA,52080
Marshall Islands,MHL,2000,NA,NA,52145
Marshall Islands,MHL,2001,NA,NA,52131
Marshall Islands,MHL,2002,NA,NA,52066
Marshall Islands,MHL,2003,NA,NA,51992
Marshall Islands,MHL,2004,NA,NA,51968
Marshall Islands,MHL,2005,NA,NA,52037
Marshall Islands,MHL,2006,NA,NA,52210
Marshall Islands,MHL,2007,NA,NA,52487
Marshall Islands,MHL,2008,NA,NA,52880
Marshall Islands,MHL,2009,NA,NA,53396
Marshall Islands,MHL,2010,3187,58086,54038
Marshall Islands,MHL,2011,NA,NA,54816
Marshall Islands,MHL,2012,NA,NA,55717
Marshall Islands,MHL,2013,NA,NA,56687
Martinique,MTQ,1800,NA,NA,84039
Martinique,MTQ,1820,NA,NA,84039
Martinique,MTQ,1950,NA,NA,222001
Martinique,MTQ,1951,NA,NA,224450
Martinique,MTQ,1952,NA,NA,228328
Martinique,MTQ,1953,NA,NA,233349
Martinique,MTQ,1954,NA,NA,239254
Martinique,MTQ,1955,NA,NA,245807
Martinique,MTQ,1956,NA,NA,252801
Martinique,MTQ,1957,NA,NA,260053
Martinique,MTQ,1958,NA,NA,267404
Martinique,MTQ,1959,NA,NA,274714
Martinique,MTQ,1960,NA,NA,281865
Martinique,MTQ,1961,NA,NA,288745
Martinique,MTQ,1962,NA,NA,295246
Martinique,MTQ,1963,NA,NA,301263
Martinique,MTQ,1964,NA,NA,306700
Martinique,MTQ,1965,NA,NA,311488
Martinique,MTQ,1966,NA,NA,315566
Martinique,MTQ,1967,NA,NA,318932
Martinique,MTQ,1968,NA,NA,321649
Martinique,MTQ,1969,NA,NA,323829
Martinique,MTQ,1970,NA,NA,325561
Martinique,MTQ,1971,NA,NA,326918
Martinique,MTQ,1972,NA,NA,327918
Martinique,MTQ,1973,NA,NA,328542
Martinique,MTQ,1974,NA,NA,328748
Martinique,MTQ,1975,NA,NA,328542
Martinique,MTQ,1976,NA,NA,327897
Martinique,MTQ,1977,NA,NA,326945
Martinique,MTQ,1978,NA,NA,326056
Martinique,MTQ,1979,NA,NA,325713
Martinique,MTQ,1980,NA,NA,326254
Martinique,MTQ,1981,NA,NA,327810
Martinique,MTQ,1982,NA,NA,330273
Martinique,MTQ,1983,NA,NA,333448
Martinique,MTQ,1984,NA,NA,337024
Martinique,MTQ,1985,NA,NA,340749
Martinique,MTQ,1986,NA,NA,344615
Martinique,MTQ,1987,NA,NA,348630
Martinique,MTQ,1988,NA,NA,352584
Martinique,MTQ,1989,NA,NA,356223
Martinique,MTQ,1990,NA,NA,359377
Martinique,MTQ,1991,NA,NA,361915
Martinique,MTQ,1992,NA,NA,363904
Martinique,MTQ,1993,NA,NA,365618
Martinique,MTQ,1994,NA,NA,367459
Martinique,MTQ,1995,NA,NA,369709
Martinique,MTQ,1996,NA,NA,372461
Martinique,MTQ,1997,NA,NA,375604
Martinique,MTQ,1998,NA,NA,378962
Martinique,MTQ,1999,NA,NA,382276
Martinique,MTQ,2000,NA,NA,385349
Martinique,MTQ,2001,NA,NA,388133
Martinique,MTQ,2002,NA,NA,390681
Martinique,MTQ,2003,NA,NA,393022
Martinique,MTQ,2004,NA,NA,395211
Martinique,MTQ,2005,NA,NA,397292
Martinique,MTQ,2006,NA,NA,399262
Martinique,MTQ,2007,NA,NA,401101
Martinique,MTQ,2008,NA,NA,402804
Martinique,MTQ,2009,NA,NA,404376
Martinique,MTQ,2010,749,402257,405814
Martinique,MTQ,2011,NA,NA,407121
Martinique,MTQ,2012,NA,NA,408302
Martinique,MTQ,2013,NA,NA,409366
Mauritania,MRT,1800,NA,NA,382696
Mauritania,MRT,1820,NA,NA,382696
Mauritania,MRT,1950,NA,NA,657182
Mauritania,MRT,1951,NA,NA,672223
Mauritania,MRT,1952,NA,NA,688526
Mauritania,MRT,1953,NA,NA,705979
Mauritania,MRT,1954,NA,NA,724485
Mauritania,MRT,1955,NA,NA,743964
Mauritania,MRT,1956,NA,NA,764349
Mauritania,MRT,1957,NA,NA,785592
Mauritania,MRT,1958,NA,NA,807656
Mauritania,MRT,1959,NA,NA,830520
Mauritania,MRT,1960,NA,NA,854167
Mauritania,MRT,1961,NA,NA,878589
Mauritania,MRT,1962,NA,NA,903773
Mauritania,MRT,1963,NA,NA,929704
Mauritania,MRT,1964,NA,NA,956369
Mauritania,MRT,1965,NA,NA,983773
Mauritania,MRT,1966,NA,NA,1011900
Mauritania,MRT,1967,NA,NA,1040792
Mauritania,MRT,1968,NA,NA,1070585
Mauritania,MRT,1969,NA,NA,1101457
Mauritania,MRT,1970,NA,NA,1133539
Mauritania,MRT,1971,NA,NA,1166883
Mauritania,MRT,1972,NA,NA,1201462
Mauritania,MRT,1973,NA,NA,1237242
Mauritania,MRT,1974,NA,NA,1274150
Mauritania,MRT,1975,NA,NA,1312132
Mauritania,MRT,1976,NA,NA,1351167
Mauritania,MRT,1977,NA,NA,1391261
Mauritania,MRT,1978,NA,NA,1432406
Mauritania,MRT,1979,NA,NA,1474597
Mauritania,MRT,1980,NA,NA,1517817
Mauritania,MRT,1981,NA,NA,1562144
Mauritania,MRT,1982,NA,NA,1607553
Mauritania,MRT,1983,NA,NA,1653818
Mauritania,MRT,1984,NA,NA,1700638
Mauritania,MRT,1985,NA,NA,1747839
Mauritania,MRT,1986,NA,NA,1795343
Mauritania,MRT,1987,NA,NA,1843352
Mauritania,MRT,1988,NA,NA,1892328
Mauritania,MRT,1989,NA,NA,1942900
Mauritania,MRT,1990,NA,NA,1995548
Mauritania,MRT,1991,NA,NA,2050456
Mauritania,MRT,1992,NA,NA,2107590
Mauritania,MRT,1993,NA,NA,2166948
Mauritania,MRT,1994,NA,NA,2228453
Mauritania,MRT,1995,NA,NA,2292053
Mauritania,MRT,1996,NA,NA,2357678
Mauritania,MRT,1997,NA,NA,2425374
Mauritania,MRT,1998,NA,NA,2495316
Mauritania,MRT,1999,NA,NA,2567741
Mauritania,MRT,2000,NA,NA,2642743
Mauritania,MRT,2001,NA,NA,2720367
Mauritania,MRT,2002,NA,NA,2800333
Mauritania,MRT,2003,NA,NA,2882003
Mauritania,MRT,2004,NA,NA,2964526
Mauritania,MRT,2005,NA,NA,3047249
Mauritania,MRT,2006,NA,NA,3129959
Mauritania,MRT,2007,NA,NA,3212672
Mauritania,MRT,2008,NA,NA,3295254
Mauritania,MRT,2009,NA,NA,3377630
Mauritania,MRT,2010,13854,1005481,3459773
Mauritania,MRT,2011,NA,NA,3541540
Mauritania,MRT,2012,NA,NA,3622961
Mauritania,MRT,2013,NA,NA,3704414
Mauritius,MUS,1797,NA,NA,59000
Mauritius,MUS,1800,NA,NA,62865
Mauritius,MUS,1850,NA,NA,181000
Mauritius,MUS,1861,NA,NA,320000
Mauritius,MUS,1871,NA,NA,330000
Mauritius,MUS,1881,NA,NA,360000
Mauritius,MUS,1891,NA,NA,371000
Mauritius,MUS,1901,NA,NA,371000
Mauritius,MUS,1911,NA,NA,369000
Mauritius,MUS,1921,NA,NA,376000
Mauritius,MUS,1931,NA,NA,393000
Mauritius,MUS,1944,NA,NA,419000
Mauritius,MUS,1950,NA,NA,493254
Mauritius,MUS,1951,NA,NA,506393
Mauritius,MUS,1952,NA,NA,521087
Mauritius,MUS,1953,NA,NA,536859
Mauritius,MUS,1954,NA,NA,553338
Mauritius,MUS,1955,NA,NA,570258
Mauritius,MUS,1956,NA,NA,587465
Mauritius,MUS,1957,NA,NA,604913
Mauritius,MUS,1958,NA,NA,622642
Mauritius,MUS,1959,NA,NA,640758
Mauritius,MUS,1960,NA,NA,659351
Mauritius,MUS,1961,NA,NA,678408
Mauritius,MUS,1962,NA,NA,697738
Mauritius,MUS,1963,NA,NA,716944
Mauritius,MUS,1964,NA,NA,735508
Mauritius,MUS,1965,NA,NA,753065
Mauritius,MUS,1966,NA,NA,769472
Mauritius,MUS,1967,NA,NA,784833
Mauritius,MUS,1968,NA,NA,799329
Mauritius,MUS,1969,NA,NA,813258
Mauritius,MUS,1970,NA,NA,826862
Mauritius,MUS,1971,NA,NA,840108
Mauritius,MUS,1972,NA,NA,852981
Mauritius,MUS,1973,NA,NA,865777
Mauritius,MUS,1974,NA,NA,878870
Mauritius,MUS,1975,NA,NA,892492
Mauritius,MUS,1976,NA,NA,906825
Mauritius,MUS,1977,NA,NA,921718
Mauritius,MUS,1978,NA,NA,936660
Mauritius,MUS,1979,NA,NA,950931
Mauritius,MUS,1980,NA,NA,964023
Mauritius,MUS,1981,NA,NA,975852
Mauritius,MUS,1982,NA,NA,986620
Mauritius,MUS,1983,NA,NA,996476
Mauritius,MUS,1984,NA,NA,1005669
Mauritius,MUS,1985,NA,NA,1014450
Mauritius,MUS,1986,NA,NA,1022704
Mauritius,MUS,1987,NA,NA,1030542
Mauritius,MUS,1988,NA,NA,1038704
Mauritius,MUS,1989,NA,NA,1048161
Mauritius,MUS,1990,NA,NA,1059548
Mauritius,MUS,1991,NA,NA,1073250
Mauritius,MUS,1992,NA,NA,1088939
Mauritius,MUS,1993,NA,NA,1105659
Mauritius,MUS,1994,NA,NA,1122040
Mauritius,MUS,1995,NA,NA,1137098
Mauritius,MUS,1996,NA,NA,1150448
Mauritius,MUS,1997,NA,NA,1162388
Mauritius,MUS,1998,NA,NA,1173451
Mauritius,MUS,1999,NA,NA,1184470
Mauritius,MUS,2000,NA,NA,1196027
Mauritius,MUS,2001,NA,NA,1208279
Mauritius,MUS,2002,NA,NA,1220935
Mauritius,MUS,2003,NA,NA,1233594
Mauritius,MUS,2004,NA,NA,1245669
Mauritius,MUS,2005,NA,NA,1256742
Mauritius,MUS,2006,NA,NA,1266684
Mauritius,MUS,2007,NA,NA,1275650
Mauritius,MUS,2008,NA,NA,1283849
Mauritius,MUS,2009,NA,NA,1291609
Mauritius,MUS,2010,56051,1255952,1299172
Mauritius,MUS,2011,NA,NA,1306593
Mauritius,MUS,2012,NA,NA,1313803
Mauritius,MUS,2013,NA,NA,1320785
Mayotte,MYT,1800,NA,NA,8219
Mayotte,MYT,1820,NA,NA,8219
Mayotte,MYT,1950,NA,NA,15141
Mayotte,MYT,1951,NA,NA,15742
Mayotte,MYT,1952,NA,NA,16468
Mayotte,MYT,1953,NA,NA,17277
Mayotte,MYT,1954,NA,NA,18138
Mayotte,MYT,1955,NA,NA,19032
Mayotte,MYT,1956,NA,NA,19951
Mayotte,MYT,1957,NA,NA,20897
Mayotte,MYT,1958,NA,NA,21885
Mayotte,MYT,1959,NA,NA,22932
Mayotte,MYT,1960,NA,NA,24055
Mayotte,MYT,1961,NA,NA,25262
Mayotte,MYT,1962,NA,NA,26542
Mayotte,MYT,1963,NA,NA,27861
Mayotte,MYT,1964,NA,NA,29175
Mayotte,MYT,1965,NA,NA,30455
Mayotte,MYT,1966,NA,NA,31684
Mayotte,MYT,1967,NA,NA,32881
Mayotte,MYT,1968,NA,NA,34087
Mayotte,MYT,1969,NA,NA,35364
Mayotte,MYT,1970,NA,NA,36755
Mayotte,MYT,1971,NA,NA,38290
Mayotte,MYT,1972,NA,NA,39955
Mayotte,MYT,1973,NA,NA,41712
Mayotte,MYT,1974,NA,NA,43495
Mayotte,MYT,1975,NA,NA,45268
Mayotte,MYT,1976,NA,NA,47016
Mayotte,MYT,1977,NA,NA,48777
Mayotte,MYT,1978,NA,NA,50630
Mayotte,MYT,1979,NA,NA,52684
Mayotte,MYT,1980,NA,NA,55016
Mayotte,MYT,1981,NA,NA,57665
Mayotte,MYT,1982,NA,NA,60618
Mayotte,MYT,1983,NA,NA,63844
Mayotte,MYT,1984,NA,NA,67287
Mayotte,MYT,1985,NA,NA,70912
Mayotte,MYT,1986,NA,NA,74685
Mayotte,MYT,1987,NA,NA,78630
Mayotte,MYT,1988,NA,NA,82829
Mayotte,MYT,1989,NA,NA,87402
Mayotte,MYT,1990,NA,NA,92413
Mayotte,MYT,1991,NA,NA,97901
Mayotte,MYT,1992,NA,NA,103795
Mayotte,MYT,1993,NA,NA,109918
Mayotte,MYT,1994,NA,NA,116028
Mayotte,MYT,1995,NA,NA,121949
Mayotte,MYT,1996,NA,NA,127624
Mayotte,MYT,1997,NA,NA,133089
Mayotte,MYT,1998,NA,NA,138384
Mayotte,MYT,1999,NA,NA,143585
Mayotte,MYT,2000,NA,NA,148753
Mayotte,MYT,2001,NA,NA,153887
Mayotte,MYT,2002,NA,NA,158983
Mayotte,MYT,2003,NA,NA,164101
Mayotte,MYT,2004,NA,NA,169315
Mayotte,MYT,2005,NA,NA,174681
Mayotte,MYT,2006,NA,NA,180217
Mayotte,MYT,2007,NA,NA,185922
Mayotte,MYT,2008,NA,NA,191805
Mayotte,MYT,2009,NA,NA,197870
Mayotte,MYT,2010,NA,NA,204114
Mayotte,MYT,2011,NA,NA,210552
Mayotte,MYT,2012,NA,NA,217172
Mayotte,MYT,2013,NA,NA,223907
Mexico,MEX,1700,NA,NA,4500000
Mexico,MEX,1800,NA,NA,6181708
Mexico,MEX,1820,NA,NA,6587000
Mexico,MEX,1850,NA,NA,7662000
Mexico,MEX,1870,NA,NA,9219000
Mexico,MEX,1871,NA,NA,9331000
Mexico,MEX,1872,NA,NA,9444000
Mexico,MEX,1873,NA,NA,9558000
Mexico,MEX,1874,NA,NA,9674000
Mexico,MEX,1875,NA,NA,9791000
Mexico,MEX,1876,NA,NA,9910000
Mexico,MEX,1877,NA,NA,10030000
Mexico,MEX,1878,NA,NA,10151000
Mexico,MEX,1879,NA,NA,10274000
Mexico,MEX,1880,NA,NA,10399000
Mexico,MEX,1881,NA,NA,10524000
Mexico,MEX,1882,NA,NA,10652000
Mexico,MEX,1883,NA,NA,10781000
Mexico,MEX,1884,NA,NA,10912000
Mexico,MEX,1885,NA,NA,11044000
Mexico,MEX,1886,NA,NA,11178000
Mexico,MEX,1887,NA,NA,11313000
Mexico,MEX,1888,NA,NA,11450000
Mexico,MEX,1889,NA,NA,11589000
Mexico,MEX,1890,NA,NA,11729000
Mexico,MEX,1891,NA,NA,11904000
Mexico,MEX,1892,NA,NA,12083000
Mexico,MEX,1893,NA,NA,12263000
Mexico,MEX,1894,NA,NA,12447000
Mexico,MEX,1895,NA,NA,12663000
Mexico,MEX,1896,NA,NA,12822000
Mexico,MEX,1897,NA,NA,13014000
Mexico,MEX,1898,NA,NA,13209000
Mexico,MEX,1899,NA,NA,13406000
Mexico,MEX,1900,NA,NA,13607000
Mexico,MEX,1901,NA,NA,13755000
Mexico,MEX,1902,NA,NA,13904000
Mexico,MEX,1903,NA,NA,14055000
Mexico,MEX,1904,NA,NA,14208000
Mexico,MEX,1905,NA,NA,14363000
Mexico,MEX,1906,NA,NA,14519000
Mexico,MEX,1907,NA,NA,14676000
Mexico,MEX,1908,NA,NA,14836000
Mexico,MEX,1909,NA,NA,14997000
Mexico,MEX,1910,NA,NA,15000000
Mexico,MEX,1911,NA,NA,14990000
Mexico,MEX,1912,NA,NA,14980000
Mexico,MEX,1913,NA,NA,14970000
Mexico,MEX,1914,NA,NA,14960000
Mexico,MEX,1915,NA,NA,14950000
Mexico,MEX,1916,NA,NA,14940000
Mexico,MEX,1917,NA,NA,14930000
Mexico,MEX,1918,NA,NA,14920000
Mexico,MEX,1919,NA,NA,14910000
Mexico,MEX,1920,NA,NA,14900000
Mexico,MEX,1921,NA,NA,14895000
Mexico,MEX,1922,NA,NA,15129000
Mexico,MEX,1923,NA,NA,15367000
Mexico,MEX,1924,NA,NA,15609000
Mexico,MEX,1925,NA,NA,15854000
Mexico,MEX,1926,NA,NA,16103000
Mexico,MEX,1927,NA,NA,16356000
Mexico,MEX,1928,NA,NA,16613000
Mexico,MEX,1929,NA,NA,16875000
Mexico,MEX,1930,NA,NA,17175000
Mexico,MEX,1931,NA,NA,17480000
Mexico,MEX,1932,NA,NA,17790000
Mexico,MEX,1933,NA,NA,18115000
Mexico,MEX,1934,NA,NA,18445000
Mexico,MEX,1935,NA,NA,18781000
Mexico,MEX,1936,NA,NA,19040000
Mexico,MEX,1937,NA,NA,19370000
Mexico,MEX,1938,NA,NA,19705000
Mexico,MEX,1939,NA,NA,20047000
Mexico,MEX,1940,NA,NA,20393000
Mexico,MEX,1941,NA,NA,20955000
Mexico,MEX,1942,NA,NA,21532000
Mexico,MEX,1943,NA,NA,22125000
Mexico,MEX,1944,NA,NA,22734000
Mexico,MEX,1945,NA,NA,23724000
Mexico,MEX,1946,NA,NA,24413000
Mexico,MEX,1947,NA,NA,25122000
Mexico,MEX,1948,NA,NA,25852000
Mexico,MEX,1949,NA,NA,26603000
Mexico,MEX,1950,NA,NA,27865814
Mexico,MEX,1951,NA,NA,28614984
Mexico,MEX,1952,NA,NA,29465877
Mexico,MEX,1953,NA,NA,30402868
Mexico,MEX,1954,NA,NA,31412046
Mexico,MEX,1955,NA,NA,32481214
Mexico,MEX,1956,NA,NA,33599909
Mexico,MEX,1957,NA,NA,34759382
Mexico,MEX,1958,NA,NA,35952533
Mexico,MEX,1959,NA,NA,37173800
Mexico,MEX,1960,NA,NA,38418829
Mexico,MEX,1961,NA,NA,39684127
Mexico,MEX,1962,NA,NA,40966751
Mexico,MEX,1963,NA,NA,42264182
Mexico,MEX,1964,NA,NA,43574687
Mexico,MEX,1965,NA,NA,44898430
Mexico,MEX,1966,NA,NA,46229966
Mexico,MEX,1967,NA,NA,47572205
Mexico,MEX,1968,NA,NA,48943844
Mexico,MEX,1969,NA,NA,50370262
Mexico,MEX,1970,NA,NA,51868335
Mexico,MEX,1971,NA,NA,53441943
Mexico,MEX,1972,NA,NA,55081201
Mexico,MEX,1973,NA,NA,56771626
Mexico,MEX,1974,NA,NA,58492118
Mexico,MEX,1975,NA,NA,60224601
Mexico,MEX,1976,NA,NA,61969362
Mexico,MEX,1977,NA,NA,63723359
Mexico,MEX,1978,NA,NA,65461471
Mexico,MEX,1979,NA,NA,67152555
Mexico,MEX,1980,NA,NA,68776411
Mexico,MEX,1981,NA,NA,70318386
Mexico,MEX,1982,NA,NA,71788766
Mexico,MEX,1983,NA,NA,73223336
Mexico,MEX,1984,NA,NA,74673296
Mexico,MEX,1985,NA,NA,76175154
Mexico,MEX,1986,NA,NA,77741110
Mexico,MEX,1987,NA,NA,79358780
Mexico,MEX,1988,NA,NA,81010093
Mexico,MEX,1989,NA,NA,82666457
Mexico,MEX,1990,NA,NA,84306602
Mexico,MEX,1991,NA,NA,85923799
Mexico,MEX,1992,NA,NA,87523328
Mexico,MEX,1993,NA,NA,89109703
Mexico,MEX,1994,NA,NA,90691331
Mexico,MEX,1995,NA,NA,92272749
Mexico,MEX,1996,NA,NA,93858373
Mexico,MEX,1997,NA,NA,95441345
Mexico,MEX,1998,NA,NA,97001933
Mexico,MEX,1999,NA,NA,98513690
Mexico,MEX,2000,NA,NA,99959594
Mexico,MEX,2001,NA,NA,101329543
Mexico,MEX,2002,NA,NA,102634153
Mexico,MEX,2003,NA,NA,103902569
Mexico,MEX,2004,NA,NA,105175967
Mexico,MEX,2005,NA,NA,106483757
Mexico,MEX,2006,NA,NA,107835259
Mexico,MEX,2007,NA,NA,109220753
Mexico,MEX,2008,NA,NA,110627158
Mexico,MEX,2009,NA,NA,112033369
Mexico,MEX,2010,101343,22647771,113423047
Mexico,MEX,2011,NA,NA,114793341
Mexico,MEX,2012,NA,NA,116146768
Mexico,MEX,2013,NA,NA,117478371
Micronesia (country),FSM,2010,4794,154895,NA
Moldova,MDA,1800,NA,NA,712558
Moldova,MDA,1820,NA,NA,712558
Moldova,MDA,1950,NA,NA,2341003
Moldova,MDA,1951,NA,NA,2381454
Moldova,MDA,1952,NA,NA,2432109
Moldova,MDA,1953,NA,NA,2491076
Moldova,MDA,1954,NA,NA,2556587
Moldova,MDA,1955,NA,NA,2626997
Moldova,MDA,1956,NA,NA,2700778
Moldova,MDA,1957,NA,NA,2776526
Moldova,MDA,1958,NA,NA,2852962
Moldova,MDA,1959,NA,NA,2928944
Moldova,MDA,1960,NA,NA,3003500
Moldova,MDA,1961,NA,NA,3075852
Moldova,MDA,1962,NA,NA,3145451
Moldova,MDA,1963,NA,NA,3211980
Moldova,MDA,1964,NA,NA,3275331
Moldova,MDA,1965,NA,NA,3335497
Moldova,MDA,1966,NA,NA,3391966
Moldova,MDA,1967,NA,NA,3444753
Moldova,MDA,1968,NA,NA,3495063
Moldova,MDA,1969,NA,NA,3544593
Moldova,MDA,1970,NA,NA,3594501
Moldova,MDA,1971,NA,NA,3645524
Moldova,MDA,1972,NA,NA,3697183
Moldova,MDA,1973,NA,NA,3747974
Moldova,MDA,1974,NA,NA,3795721
Moldova,MDA,1975,NA,NA,3838998
