name,sale,lot,position,dealer,year,origin_author,origin_cat,school_pntg,diff_origin,logprice,price,count,subject,authorstandard,artistliving,authorstyle,author,winningbidder,winningbiddertype,endbuyer,Interm,type_intermed,Height_in,Width_in,Surface_Rect,Diam_in,Surface_Rnd,Shape,Surface,material,mat,materialCat,quantity,nfigures,engraved,original,prevcoll,othartist,paired,figures,finished,lrgfont,relig,landsALL,lands_sc,lands_elem,lands_figs,lands_ment,arch,mytho,peasant,othgenre,singlefig,portrait,still_life,discauth,history,allegory,pastorale,other
R1776-15b,R1776,15,0.045317221,R,1776,F,I,I,1,3.17805383,24.0,1,(2) Marines,"Montagne, Renaud de la",0,n/a,Montagne de Venise,"Mercier, Charles-André",D,D,0,,4,5.75,23,,,squ_rect,23,bois (ovales),b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-16,R1776,16,0.048338369,R,1776,I,I,I,0,3.583518938,36.0,1,"Architecture au bord de la mer, bateau, figures, jetée","Napoletano, Filippo",0,n/a,Philippe Liano dit le Napolitain,Destouches,D,D,0,,18,25,450,,,squ_rect,450,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-17a,R1776,17,0.051359517,R,1776,I,I,I,0,3.295836866,27.0,1,(2) Deux Vues de Venise,"Canal (Canaletto), Giovanni Antonio",0,n/a,"Antoine Canalle, dit le Canaletti","Sollier, Claude-Florentin; Folliot, Julien",D,D,0,,13,20,260,,,squ_rect,260,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-17b,R1776,17,0.051359517,R,1776,I,I,I,0,3.295836866,27.0,1,(2) Deux Vues de Venise,"Canal (Canaletto), Giovanni Antonio",0,n/a,"Antoine Canalle, dit le Canaletti","Sollier, Claude-Florentin; Folliot, Julien",D,D,0,,13,20,260,,,squ_rect,260,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-18a,R1776,18,0.054380665,R,1776,I,I,I,0,3.496507561,33.0,1,(2) Deux Vues de Venise,"Canal (Canaletto), Giovanni Antonio",0,n/a,"Antoine Canalle, dit le Canaletti",Lainé,D,D,0,,13,20,260,,,squ_rect,260,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-18b,R1776,18,0.054380665,R,1776,I,I,I,0,3.496507561,33.0,1,(2) Deux Vues de Venise,"Canal (Canaletto), Giovanni Antonio",0,n/a,"Antoine Canalle, dit le Canaletti",Lainé,D,D,0,,13,20,260,,,squ_rect,260,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-19,R1776,19,0.057401813,R,1776,I,I,I,0,3.583518938,36.0,1,Vue de Venise,"Canal (Canaletto), Giovanni Antonio",0,n/a,"Antoine Canalle, dit le Canaletti",Prevost,U,U,0,,13,20,260,,,squ_rect,260,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-20a,R1776,20,0.060422961,R,1776,D/FL,I,I,1,5.768320996,320.0,1,(2) Château Saint Ange et Pont Erroto,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,"Chariot, Antoine-Claude for Dazincourt, Joseph-Jean-Baptiste Albouy",DC,C,1,D,22,37,814,,,squ_rect,814,toile,t,canvas,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-20b,R1776,20,0.060422961,R,1776,D/FL,I,I,1,5.768320996,320.0,1,(2) Château Saint Ange et Pont Erroto,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,"Chariot, Antoine-Claude for Dazincourt, Joseph-Jean-Baptiste Albouy",DC,C,1,D,22,37,814,,,squ_rect,814,toile,t,canvas,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-21a,R1776,21,0.063444109,R,1776,D/FL,I,I,1,6.445719819,630.0,1,(2) Place St Pierre à Rome / Monte Cavallo,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,"Sollier, Claude-Florentin",D,D,0,,18,36,648,,,squ_rect,648,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-21b,R1776,21,0.063444109,R,1776,D/FL,I,I,1,6.445719819,630.0,1,(2) Place St Pierre à Rome / Monte Cavallo,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,"Sollier, Claude-Florentin",D,D,0,,18,36,648,,,squ_rect,648,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-22a,R1776,22,0.066465257,R,1776,D/FL,I,I,1,5.192956851,180.0,1,(2) Place St Marc & le Pont du rialto,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,"Chariot, Antoine-Claude for Dazincourt, Joseph-Jean-Baptiste Albouy",DC,C,1,D,10,16,160,,,squ_rect,160,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-22b,R1776,22,0.066465257,R,1776,D/FL,I,I,1,5.192956851,180.0,1,(2) Place St Marc & le Pont du rialto,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,"Chariot, Antoine-Claude for Dazincourt, Joseph-Jean-Baptiste Albouy",DC,C,1,D,10,16,160,,,squ_rect,160,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-23a,R1776,23,0.069486405,R,1776,D/FL,I,I,1,3.737669618,42.0,1,(2) Ports de mer avec architecture et figures,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,Rousseau de la Goypiere,C,C,0,,,,,5,19.625,round,19.625,cuivre (ronds),c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-23b,R1776,23,0.069486405,R,1776,D/FL,I,I,1,3.737669618,42.0,1,(2) Ports de mer avec architecture et figures,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,Rousseau de la Goypiere,C,C,0,,,,,5,19.625,round,19.625,cuivre (ronds),c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-24a,R1776,24,0.072507553,R,1776,D/FL,I,I,1,4.248495242,70.0,1,(2) Vues des environs de Rome,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,Unknown,,,,,,,,7,38.465,round,38.465,gouache sous verre,v,other,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-24b,R1776,24,0.072507553,R,1776,D/FL,I,I,1,4.248495242,70.0,1,(2) Vues des environs de Rome,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,Unknown,,,,,,,,7,38.465,round,38.465,gouache sous verre,v,other,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-25a,R1776,25,0.075528701,R,1776,D/FL,I,I,1,4.17438727,65.0,1,(2) Vues de Rome,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,Unknown,,,,,3,5,15,,,squ_rect,15,gouache sous verre,v,other,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-25b,R1776,25,0.075528701,R,1776,D/FL,I,I,1,4.17438727,65.0,1,(2) Vues de Rome,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,Unknown,,,,,3,5,15,,,squ_rect,15,gouache sous verre,v,other,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-26,R1776,26,0.078549849,R,1776,D/FL,I,I,1,4.007333185,55.0,1,Saint Jean de Latran,"Wittel, Gaspar van",0,n/a,Gasparo Van Vitelle,Unknown,,,,,,,,9,63.585,round,63.585,gouache sous verre,v,other,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-27a,R1776,27,0.081570997,R,1776,I,I,I,0,3.871201011,48.0,1,"(2) Femme guitare, homme violon, enfant/Bacchantes et enfant","Conca (S), Sebastiano",0,n/a,Sébastien Conca,Le Clerc,U,U,0,,12,15,180,,,squ_rect,180,toile (ovale),t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
R1776-27b,R1776,27,0.081570997,R,1776,I,I,I,0,3.871201011,48.0,1,"(2) Femme guitare, homme violon, enfant/Bacchantes et enfant","Conca (S), Sebastiano",0,n/a,Sébastien Conca,Le Clerc,U,U,0,,12,15,180,,,squ_rect,180,toile (ovale),t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
R1776-28a,R1776,28,0.084592145,R,1776,I,I,I,0,5.438079309,230.0,1,(2) Architecture et figures,"Panini (GP), Giovanni Paolo",0,n/a,Jean Paul Pannini,"Basan, Pierre-François",D,D,0,,27,46,1242,,,squ_rect,1242,toile,t,canvas,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-28b,R1776,28,0.084592145,R,1776,I,I,I,0,5.438079309,230.0,1,(2) Architecture et figures,"Panini (GP), Giovanni Paolo",0,n/a,Jean Paul Pannini,"Basan, Pierre-François",D,D,0,,27,46,1242,,,squ_rect,1242,toile,t,canvas,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-29,R1776,29,0.087613293,R,1776,I,I,I,0,5.703782475,300.0,1,Autoportrait au clavecin avec homme et enfant,"Carriera, Rosalba",0,n/a,Rosalba Carriera,Unknown,,,,,,,,4.25,14.1790625,round,14.1790625,miniature,mi,other,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-30,R1776,30,0.090634441,R,1776,I,I,I,0,4.820281566,124.0,1,"Femme à mi-corps, couronne laurier, tient pique et fruits","Carriera, Rosalba",0,n/a,Rosalba Carriera,Unknown,,,,,2.75,,,,,squ_rect,,miniature,mi,other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
R1776-31a,R1776,31,0.093655589,R,1776,I,I,I,0,4.304065093,74.0,1,(2) Femmes à mi-corps robe bleue/habit de veuve,"Carriera, Rosalba",0,n/a,Rosalba Carriera,Unknown,,,,,,,,,,squ_rect,,miniature,mi,other,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1776-31b,R1776,31,0.093655589,R,1776,I,I,I,0,4.304065093,74.0,1,(2) Femmes à mi-corps robe bleue/habit de veuve,"Carriera, Rosalba",0,n/a,Rosalba Carriera,Unknown,,,,,,,,,,squ_rect,,miniature,mi,other,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1776-32a,R1776,32,0.096676737,R,1776,I,I,I,0,4.182050143,65.5,1,"(2)Femme violon, livre de musique/Jardiniere chapeau","Carriera, Rosalba",0,n/a,Rosalba Carriera,Unknown,,,,,,,,,,squ_rect,,miniature,mi,other,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-32b,R1776,32,0.096676737,R,1776,I,I,I,0,4.182050143,65.5,1,"(2)Femme violon, livre de musique/Jardiniere chapeau","Carriera, Rosalba",0,n/a,Rosalba Carriera,Unknown,,,,,,,,,,squ_rect,,miniature,mi,other,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-33,R1776,33,0.099697885,R,1776,I,I,I,0,4.060443011,58.0,1,"Femme plus qu'à mi-corps, eventail","Carriera, Rosalba",0,n/a,Rosalba Carriera,Leger,U,U,0,,,,,,,squ_rect,,miniature,mi,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1776-34,R1776,34,0.102719033,R,1776,D/FL,D/FL,D/FL,0,7.538494999,"1,879.0",1,Paysage Latone,"Bril (P), Paul",0,n/a,Paul Bril,"Chariot, Antoine-Claude for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,6.25,9.5,59.375,,,squ_rect,59.375,cuivre,c,copper,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-35,R1776,35,0.105740181,R,1776,D/FL,D/FL,D/FL,0,6.388561406,595.0,1,Paysage avec ermite,"Bril (P), Paul",0,n/a,Paul Bril,"Basan, Pierre-François",D,D,0,,6.25,9.5,59.375,,,squ_rect,59.375,n/a,n/a,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-36a,R1776,36,0.108761329,R,1776,D/FL,D/FL,D/FL,0,5.688668837,295.5,1,(2) Paysages avec Fuite en Egypte / pont et figures,"Bril (P), Paul",0,n/a,Paul Bril,"Rémy, Pierre for Beaujon, Nicolas de",EC,C,1,E,4.5,6.5,29.25,,,squ_rect,29.25,cuivre,c,copper,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-36b,R1776,36,0.108761329,R,1776,D/FL,D/FL,D/FL,0,5.688668837,295.5,1,(2) Paysages avec Fuite en Egypte / pont et figures,"Bril (P), Paul",0,n/a,Paul Bril,"Rémy, Pierre for Beaujon, Nicolas de",EC,C,1,E,4.5,6.5,29.25,,,squ_rect,29.25,cuivre,c,copper,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-37a,R1776,37,0.111782477,R,1776,D/FL,D/FL,D/FL,0,5.480638923,240.0,1,(2) Paysages 2hommes un ane/homme meditation,"Bril (P), Paul",0,n/a,Paul Bril,Colignon,D,D,0,,3.75,4.25,15.9375,,,squ_rect,15.9375,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-37b,R1776,37,0.111782477,R,1776,D/FL,D/FL,D/FL,0,5.480638923,240.0,1,(2) Paysages 2hommes un ane/homme meditation,"Bril (P), Paul",0,n/a,Paul Bril,Colignon,D,D,0,,3.75,4.25,15.9375,,,squ_rect,15.9375,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-38,R1776,38,0.114803625,R,1776,D/FL,D/FL,D/FL,0,3.63758616,38.0,1,Cascade de Tivoli,"Bril (P), Paul",0,n/a,Paul Bril,"Langlier, Jacques",D,D,0,,16,22,352,,,squ_rect,352,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-39,R1776,39,0.117824773,R,1776,D/FL,D/FL,D/FL,0,6.406879986,606.0,1,"Paysage, bergers, grotte","Bril (P), Paul",0,n/a,Paul Bril,"Basan, Pierre-François",D,D,0,,26,42,1092,,,squ_rect,1092,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-40a,R1776,40,0.120845921,R,1776,D/FL,D/FL,D/FL,0,6.516932448,676.5,1,"(2) Entrée d'une forêt / rochers, arbres, personnages","Bril (P), Paul; Breenbergh, Bartholomeus",0,n/a,Paul Bril & Bartholomé Bréenberg,"Rémy, Pierre for Beaujon, Nicolas de",EC,C,1,E,7.5,10.5,78.75,,,squ_rect,78.75,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-40b,R1776,40,0.120845921,R,1776,D/FL,D/FL,D/FL,0,6.516932448,676.5,1,"(2) Entrée d'une forêt / rochers, arbres, personnages","Bril (P), Paul; Breenbergh, Bartholomeus",0,n/a,Paul Bril & Bartholomé Bréenberg,"Rémy, Pierre for Beaujon, Nicolas de",EC,C,1,E,7.5,10.5,78.75,,,squ_rect,78.75,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-41,R1776,41,0.123867069,R,1776,G,D/FL,D/FL,1,7.313886832,"1,501.0",1,Baptême du Christ das un paysage,"Rottenhammer I, Hans; Breughel I the Elder (J), Jan",0,n/a,Jean Rottenhamer et Breughel de Velours,Darras,U,U,0,,12,18,216,,,squ_rect,216,cuivre,c,copper,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-42,R1776,42,0.126888218,R,1776,G,D/FL,D/FL,1,7.438971592,"1,701.0",1,Festin des Dieux,"Rottenhammer I, Hans",0,n/a,Jean Rottenhamer,Benoit,U,U,0,,13,16,208,,,squ_rect,208,cuivre,c,copper,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1776-43,R1776,43,0.129909366,R,1776,D/FL,D/FL,D/FL,0,6.406879986,606.0,1,"Grotte, messe, pretre","Momper II, Josse de; Breughel I the Elder (J), Jan",0,n/a,Judocus de Momper et Breughel de Velours,Joullain Family,D,D,0,,20,29,580,,,squ_rect,580,bois,b,wood,1,13,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-44a,R1776,44,0.132930514,R,1776,D/FL,D/FL,D/FL,0,5.442417711,231.0,1,(2) intérieurs de la cathédrale d'Anvers,"Neefs I the Elder, Pieter",0,n/a,Pierre Néfs,"Mercier, Charles-André",D,D,0,,2.5,3,7.5,,,squ_rect,7.5,cuivre (ovales),c,copper,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R1776-44b,R1776,44,0.132930514,R,1776,D/FL,D/FL,D/FL,0,5.442417711,231.0,1,(2) intérieurs de la cathédrale d'Anvers,"Neefs I the Elder, Pieter",0,n/a,Pierre Néfs,"Mercier, Charles-André",D,D,0,,2.5,3,7.5,,,squ_rect,7.5,cuivre (ovales),c,copper,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R1776-45,R1776,45,0.135951662,R,1776,D/FL,D/FL,D/FL,0,3.871201011,48.0,1,"Paysage, Joseph, Vierge & Jesus","Savery (R), Roelandt",0,n/a,Roland Savery,"Boileau, Nicolas-François-Jacques; Colignon",D,D,0,,6,4.5,27,,,squ_rect,27,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-46,R1776,46,0.13897281,R,1776,G,D/FL,D/FL,1,4.86753445,130.0,1,"Bois, riviere, homme, vache","Elsheimer, Adam",0,n/a,Adam Elzheimer,Destouches,D,D,0,,8,6.5,52,,,squ_rect,52,bois,b,wood,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-47a,R1776,47,0.141993958,R,1776,D/FL,D/FL,D/FL,0,4.248495242,70.0,1,(2) Paysages avec figures,"Stalbemt, Adriaen van",0,n/a,Adrien Stalbemt,Dubois,D,D,0,,6,9,54,,,squ_rect,54,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-47b,R1776,47,0.141993958,R,1776,D/FL,D/FL,D/FL,0,4.248495242,70.0,1,(2) Paysages avec figures,"Stalbemt, Adriaen van",0,n/a,Adrien Stalbemt,Dubois,D,D,0,,6,9,54,,,squ_rect,54,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-48a,R1776,48,0.145015106,R,1776,D/FL,D/FL,D/FL,0,5.480638923,240.0,1,"(2) Diane sortie du bain / Femmes au bain, satyres","Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Rousseau for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,14,17,238,,,squ_rect,238,cuivre,c,copper,1,25,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1776-48b,R1776,48,0.145015106,R,1776,D/FL,D/FL,D/FL,0,5.480638923,240.0,1,"(2) Diane sortie du bain / Femmes au bain, satyres","Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Rousseau for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,14,17,238,,,squ_rect,238,cuivre,c,copper,1,25,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1776-49a,R1776,49,0.148036254,R,1776,D/FL,D/FL,D/FL,0,6.041444479,420.5,1,"(2) Arbres, fabriques, femmes /femme, hommes, bergers, animaux","Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Rousseau for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,5.5,7,38.5,,,squ_rect,38.5,bois,b,wood,1,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-49b,R1776,49,0.148036254,R,1776,D/FL,D/FL,D/FL,0,6.041444479,420.5,1,"(2) Arbres, fabriques, femmes /femme, hommes, bergers, animaux","Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Rousseau for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,5.5,7,38.5,,,squ_rect,38.5,bois,b,wood,1,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-50a,R1776,50,0.151057402,R,1776,D/FL,D/FL,D/FL,0,5.519458915,249.5,1,(2) campagnes avec Repos en Egypte / Tobie et l'ange,"Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Rousseau for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,7,9,63,,,squ_rect,63,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-50b,R1776,50,0.151057402,R,1776,D/FL,D/FL,D/FL,0,5.519458915,249.5,1,(2) campagnes avec Repos en Egypte / Tobie et l'ange,"Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Rousseau for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,7,9,63,,,squ_rect,63,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-51,R1776,51,0.15407855,R,1776,D/FL,D/FL,D/FL,0,5.298317367,200.0,1,"rochers, femmes selavent les jambes","Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,Destouches,D,D,0,,6,7.75,46.5,,,squ_rect,46.5,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R1776-52,R1776,52,0.157099698,R,1776,D/FL,D/FL,D/FL,0,5.393627546,220.0,1,femme nue dans paysage avec rochers,"Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,7,10.5,73.5,,,squ_rect,73.5,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R1776-53a,R1776,53,0.160120846,R,1776,D/FL,D/FL,D/FL,0,7.60090246,"2,000.0",1,(2) Paysages avec figures et chariots,"Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Chariot, Antoine-Claude for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,8,12,96,,,squ_rect,96,cuivre,c,copper,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-53b,R1776,53,0.160120846,R,1776,D/FL,D/FL,D/FL,0,7.60090246,"2,000.0",1,(2) Paysages avec figures et chariots,"Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Chariot, Antoine-Claude for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,8,12,96,,,squ_rect,96,cuivre,c,copper,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-54,R1776,54,0.163141994,R,1776,D/FL,D/FL,D/FL,0,6.684611728,800.0,1,"eglise, maisons, coteaux, arbres, figures","Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Aubert, Ange-Joseph for Radix de Sainte-Foy, Claude-Pierre-Maximilien de",DC,C,1,D,7.5,10,75,,,squ_rect,75,cuivre,c,copper,1,30,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-55a,R1776,55,0.166163142,R,1776,D/FL,D/FL,D/FL,0,5.991464547,400.0,1,"(2) Paysages  chateau, persos ? Mer et barques bcp de figures","Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Lebrun, Jean-Baptiste-Pierre",D,D,0,,4,6,24,,,squ_rect,24,bois,b,wood,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-55b,R1776,55,0.166163142,R,1776,D/FL,D/FL,D/FL,0,5.991464547,400.0,1,"(2) Paysages  chateau, persos ? Mer et barques bcp de figures","Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Lebrun, Jean-Baptiste-Pierre",D,D,0,,4,6,24,,,squ_rect,24,bois,b,wood,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-56a,R1776,56,0.16918429,R,1776,D/FL,D/FL,D/FL,0,5.310739887,202.5,1,"(2) Cavaliers, coche, chariots dans paysage / Paysage, animaux, figures","Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Desmarets, J.",U,U,0,,4.5,7,31.5,,,squ_rect,31.5,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-56b,R1776,56,0.16918429,R,1776,D/FL,D/FL,D/FL,0,5.310739887,202.5,1,"(2) Cavaliers, coche, chariots dans paysage / Paysage, animaux, figures","Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Desmarets, J.",U,U,0,,4.5,7,31.5,,,squ_rect,31.5,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
