address,city,state,zip,longitude,latitude
4298 Cerrillos Rd,"
Santa Fe",NM,87507,-106.019228,35.635102
2277 Historic Rte 66,"
Santa Rosa",NM,88435,-104.66831,34.945491
5931 Commercial Way,"
Sarasota",FL,34232,-82.449748,27.340223
1803 North Tamiami Trail,"
Sarasota",FL,34234,-82.54716,27.35327
414 Gray St,"
Pooler",GA,31322,-81.24062,32.114214
6 Gateway Blvd South,"
Savannah",GA,31419,-81.281455,32.002669
6805 Abercorn St,"
Savannah",GA,31405,-81.113014,32.015227
8484 Abercorn St,"
Savannah",GA,31406,-81.126485,32.000047
17650 Four Oaks Ln,"
Schertz",TX,78154,-98.27793,29.605234
504 North Poplar St,"
Searcy",AR,72143,-91.690983,35.251415
10530 Northeast Northup Way,"
Kirkland",WA,98033,-122.199839,47.642731
2224 8th Ave,"
Seattle",WA,98121,-122.339453,47.617643
2824 South 188th St,"
Seattle",WA,98188,-122.297016,47.435136
4115 US 27 South,"
Sebring",FL,33870,-81.431094,27.461215
350 Lighting Way,"
Secaucus",NJ,07094,-74.04943,40.790192
1501 Hwy 46 North,"
Seguin",TX,78155,-97.992564,29.581314
2428 Winfield Dunn Pkwy,"
Sevierville",TN,37764,-83.583128,35.935254
5401 Enterprise Ct,"
Shawnee",OK,74804,-96.91034,35.38522
2932 Kohler Memorial Dr,"
Sheboygan",WI,53081,-87.745829,43.757193
2912 Hwy 75 North,"
Sherman",TX,75090,-96.611787,33.668303
6700 Financial Circle,"
Shreveport",LA,71129,-93.862108,32.449416
560 Silverthorne Ln,"
Silverthorne",CO,80498,-106.065643,39.630544
4521 W. 41st Street,"
Sioux Falls",SD,57106,-96.782126,43.51451
126 Holiday Blvd,"
Slidell",LA,70460,-89.829519,30.311755
2537 Highwood Blvd,"
Smyrna",TN,37167,-86.568087,35.969258
2971 Main St West,"
Snellville",GA,30078,-84.036491,33.853161
23040 Lincolnway West,"
South Bend",IN,46628,-86.313813,41.696511
1285 Williston Rd,"
South Burlington",VT,05403,-73.173183,44.467249
7000 Padre Blvd,"
South Padre Island",TX,78597,-97.169965,26.137937
9601 N Newport Hwy.,"
Spokane",WA,99218,-117.406573,47.744904
3808 North Sullivan Rd,"
Spokane Valley",WA,99216,-117.195478,47.691296
1300 South 48th St,"
Springdale",AR,72762,-94.18364,36.173909
2445 N. Airport Plaza Avenue,"
Springfield",MO,65803,-93.346429,37.242838
1121 Lejune Dr.,"
Springfield",IL,62703,-89.641006,39.746292
2535 South Campbell,"
Springfield",MO,65807,-93.295728,37.168855
100 Congress Street,"
Springfield",MA,01104,-72.595256,42.10948
813 Fairfax Rd,"
Saint Albans",VT,05478,-73.072954,44.793862
250 Outlet Mall Blvd,"
Saint Augustine",FL,32084,-81.408351,29.918613
91 East 2680 South,"
Saint George",UT,84790,-113.58283,37.06301
318 Taylor Rd,"
Hazelwood",MO,63042,-90.355232,38.780808
13615 Riverport Drive,"
Maryland Heights",MO,63043,-90.463709,38.750752
11805 Lackland Rd,"
Saint Louis",MO,63146,-90.434487,38.698237
6638 4th Street North,"
St. Petersburg",FL,33702,-82.638751,27.83342
135 Harvard Ave,"
Stamford",CT,06902,-73.56222,41.04371
982 Highway 12 East,"
Starkville",MS,39759,-88.79391,33.481111
3155 Ingles Ln,"
Steamboat Springs",CO,80487,-106.81493,40.4484
105 Christy Plaza,"
Stephenville",TX,76401,-98.241886,32.201662
4917 Main St,"
Stevens Point",WI,54481,-89.532148,44.523108
5285 West 6th Ave,"
Stillwater",OK,74074,-97.130835,36.114559
2710 West March Ln,"
Stockton",CA,95219,-121.344469,37.983028
349 Liberty St,"
Pawcatuck",CT,06379,-71.844755,41.397592
478 Main St.,"
Sturbridge",MA,01518,-72.105111,42.114551
1344 Eaton Dr,"
Sulphur Springs",TX,75482,-95.590657,33.118607
106 Merchants Walk Shopping CE,"
Summersville",WV,26651,-80.834042,38.298281
13651 Northwest 2nd St,"
Sunrise",FL,33325,-80.33133,26.1241
13600 Northwest 2nd St,"
Sunrise",FL,33325,-80.331586,26.123616
"308 SE Georgia Ave.
","
Sweetwater",TX,79556,-100.3902,32.4524
500 North West Georgia Ave,"
Sweetwater",TX,79556,-100.40216,32.45014
1425 East 27th St,"
Tacoma",WA,98421,-122.412362,47.239586
2905 N. Monroe St,"
Tallahassee",FL,32303,-84.305006,30.481896
4730 W. Spruce St,"
Tampa",FL,33607,-82.525897,27.959563
7500 Hwy 19 North,"
Pinellas Park",FL,33781,-82.685151,27.840134
310 Grand Regency Blvd,"
Brandon",FL,33510,-82.327112,27.943825
602 South Falkenburg Rd,"
Tampa",FL,33619,-82.334213,27.944576
3826 West Waters Ave,"
Tampa",FL,33614,-82.50636,28.024447
4811 US Hwy 301 North,"
Tampa",FL,33610,-82.35804,27.98946
9202 North 30th St,"
Tampa",FL,33612,-82.426622,28.033633
17301 Dona Michelle Dr,"
Tampa",FL,33647,-82.371109,28.123714
4620 West Gandy Blvd,"
Tampa",FL,33611,-82.523198,27.893163
Blvd. Fuerza Armadas," contiguo Mall Las Cascadas
Tegucigalpa",FM,11101,-87.199379,14.075929
500 Steuber Rd,"
Tehachapi",CA,93561,-118.413488,35.125946
27330 Jefferson Ave,"
Temecula",CA,92590,-117.165236,33.522922
1604 West Barton Ave,"
Temple",TX,76504,-97.356682,31.103476
451 E Margaret Ave.,"
Terre Haute",IN,47802,-87.410876,39.432477
1614 Hwy 34 South,"
Terrell",TX,75160,-96.277571,32.703317
3750 Market Street,"
The Colony",TX,75056,-96.897026,33.063722
1320 Newbury Rd,"
Thousand Oaks",CA,91320,-118.91002,34.18285
1154 Professional Dr,"
Perrysburg",OH,43551,-83.606449,41.549363
14000 Medical Complex Dr,"
Tomball",TX,77375,-95.633444,30.084392
2833 Toupal Dr,"
Trinidad",CO,81082,-104.521195,37.140491
7001 South Tucson Blvd,"
Tucson",AZ,85706,-110.934124,32.124782
6404 East Broadway,"
Tucson",AZ,85710,-110.856563,32.220865
102 N. Alvernon Way,"
Tucson",AZ,85711,-110.90924,32.223872
2516 South Adams St,"
Tucumcari",NM,88401,-103.72305,35.154618
1500 N. Cherry Ct,"
Tulare",CA,93274,-119.337097,36.226612
23 North 67th East Ave,"
Tulsa",OK,74115,-95.901429,36.161694
2009 S. Cherokee St,"
Catoosa",OK,74015,-95.760207,36.167797
6030 East Skelly Dr,"
Tulsa",OK,74135,-95.910037,36.103188
4600 Capitol Blvd. SE,"
Tumwater",WA,98501,-122.907334,47.006278
1013 North Gloster St,"
Tupelo",MS,38804,-88.715579,34.277
4122 McFarland Blvd East,"
Tuscaloosa",AL,35405,-87.525463,33.169701
539 Pole Line Road,"
Twin Falls",ID,83301,-114.469319,42.591978
2552 S SE Loop 323,"
Tyler",TX,75701,-95.26581,32.322261
1601 West Southwest Loop 323,"
Tyler",TX,75701,-95.320554,32.303847
6604 Mall Blvd.,"
Union City",GA,30291,-84.53781,33.574301
3100 North University Dr,"
Coral Springs",FL,33065,-80.250702,26.268403
3701 East Fowler Ave,"
Tampa",FL,33612,-82.418114,28.053579
1800 Clubhouse Dr,"
Valdosta",GA,31601,-83.327659,30.840363
8640 Alexandra Rd,"
Richmond",BC,V6X1C4,-123.127116,49.177832
1500 Northeast 134th St,"
Vancouver",WA,98685,-122.6566,45.718201
5818 Valentine Rd,"
Ventura",CA,93003,-119.210993,34.251294
5394 Willow Place,"
Verona",NY,13478,-75.592526,43.12233
4160 South Frontage Rd,"
Vicksburg",MS,39180,-90.839008,32.343138
3107 S Laurent Street,"
Victoria",TX,77901,-96.979047,28.76754
7603 N. Navarro St,"
Victoria",TX,77904,-96.997811,28.866215
2800 Pacific Ave,"
Virginia Beach",VA,23451,-75.97871,36.8564
5438 West Cypress Ave,"
Visalia",CA,93277,-119.351445,36.326034
11770 Business Park Dr,"
Waldorf",MD,20601,-76.898235,38.640263
13450 Vera McGowan Drive,"
Walker",LA,70785,-90.861963,30.473091
776 Silverstone Dr,"
Walla Walla",WA,99362,-118.3719,46.067882
4080 Watson Blvd,"
Warner Robins",GA,31093,-83.702265,32.615605
36 Jefferson Blvd,"
Warwick",RI,02888,-71.435069,41.752326
1910 Stewart Ave,"
Wausau",WI,54401,-89.659509,44.959111
311 Stadium Dr,"
Waxahachie",TX,75165,-96.836253,32.416577
4300 Carriage Way Drive,"
Weatherford",OK,73096,-98.65447,35.534154
1915 Wall St,"
Weatherford",TX,76086,-97.790068,32.732303
1905 North Wenatchee Ave,"
Wenatchee",WA,98801,-120.333181,47.451634
109 Route 36,"
West Long Branch",NJ,07764,-74.019846,40.301176
507 Constitution Dr,"
West Monroe",LA,71292,-92.165724,32.509245
5981 Okeechobee Blvd,"
West Palm Beach",FL,33417,-80.135171,26.708071
1910 Palm Beach Lakes Blvd,"
West Palm Beach",FL,33409,-80.090998,26.716763
5500 West Kellogg Dr,"
Wichita",KS,67209,-97.406497,37.673299
1128 Central Fwy North,"
Wichita Falls",TX,76306,-98.518713,33.935122
2511 E. Montgomery Place,"
Wichita Falls",TX,76308,-98.533224,33.863217
2660 N. Greenwich Ct.,"
Wichita",KS,67226,-97.200116,37.731197
1100 West Cataract Lake Rd,"
Williams",AZ,86046,-112.196763,35.250828
600 Bypass Road,"
Williamsburg",VA,23185,-76.709804,37.283797
8815 Southwest Sun Pl,"
Wilsonville",OR,97070,-122.767568,45.336305
1055 Millwood Pike,"
Winchester",VA,22602,-78.151929,39.160332
226 Spur 5,"
Winnie",TX,77665,-94.38376,29.82996
2020 Griffith Rd,"
Winston-Salem",NC,27103,-80.310189,36.062144
120 Arney Road NE,"
Woodburn",OR,97071,-122.882499,45.152234
700 Bielenberg Dr.,"
Woodbury",MN,55125,-92.954831,44.938679
28673 I-45 North,"
The Woodlands",TX,77381,-95.452818,30.180008
6930 FM 1488 Rd,"
Magnolia",TX,77354,-95.573212,30.221085
3410 Williams Ave,"
Woodward",OK,73801,-99.37608,36.411086
6003 Woodway Dr,"
Waco",TX,76712,-97.193129,31.51053
2210 W FM 544,"
Wylie",TX,75098,-96.562813,33.00785
1800 East Main St,"
Wytheville",VA,24382,-81.060951,36.947718
1405 Kenneth Road,"
York",PA,17408,-76.7635667,39.976745
792 Zion Park Blvd.,"
Springdale",UT,84767,-112.997305,37.189356
