subgroup,date,approval,disapproval
Adults,2018-12-10,41.41085,52.5799
Voters,2018-12-09,43.56701,52.0468
Adults,2018-12-09,41.53585,52.08897
Adults,2018-12-08,41.45955,52.0139
Voters,2018-12-08,43.44135,51.9887
Adults,2018-12-07,41.48484,51.91557
Voters,2018-12-07,43.41546,51.9128
Voters,2018-12-06,43.32276,52.16639
Adults,2018-12-06,41.26759,52.21886
Adults,2018-12-05,41.31243,52.01647
Voters,2018-12-05,43.86594,51.2907
Adults,2018-12-04,41.25144,52.30512
Voters,2018-12-04,43.61461,51.5563
Voters,2018-12-03,44.04657,51.16261
Adults,2018-12-03,41.46508,52.26476
Voters,2018-12-02,44.31874,51.39655
Adults,2018-12-02,41.49432,53.37064
Adults,2018-12-01,41.47535,53.3846
Voters,2018-12-01,44.33083,51.38251
Voters,2018-11-30,44.39586,51.28436
Adults,2018-11-30,41.65052,53.20943
Adults,2018-11-29,41.45345,53.13
Voters,2018-11-29,44.3835,51.23285
Voters,2018-11-28,44.46817,51.18842
Adults,2018-11-28,41.45221,53.13449
Voters,2018-11-27,44.57539,51.21335
Adults,2018-11-27,41.78384,53.17499
Voters,2018-11-26,44.24561,51.66513
Adults,2018-11-26,41.48991,53.54078
Voters,2018-11-25,44.24561,51.66513
Adults,2018-11-25,42.05087,52.69595
Voters,2018-11-24,44.24029,51.62688
Adults,2018-11-24,42.06359,52.69842
Adults,2018-11-23,42.06359,52.69842
Voters,2018-11-23,44.24029,51.62688
Adults,2018-11-22,42.06359,52.69842
Voters,2018-11-22,44.24029,51.62688
Adults,2018-11-21,42.04636,52.70115
Voters,2018-11-21,44.231,51.62628
Voters,2018-11-20,43.67185,52.25628
Adults,2018-11-20,41.36785,53.77509
Adults,2018-11-19,41.95154,53.44681
Voters,2018-11-19,43.66652,52.25591
Voters,2018-11-18,43.54309,52.50111
Adults,2018-11-18,41.69414,53.7718
Adults,2018-11-17,41.73164,53.75866
Voters,2018-11-17,43.5631,52.51929
Adults,2018-11-16,41.73164,53.75866
Voters,2018-11-16,43.5631,52.51929
Voters,2018-11-15,43.50974,52.5196
Adults,2018-11-15,41.75514,53.6969
Adults,2018-11-14,41.23523,52.89913
Voters,2018-11-14,43.41381,52.62209
Voters,2018-11-13,43.42043,52.75005
Adults,2018-11-13,40.61781,53.0643
Voters,2018-11-12,43.75782,52.54499
Adults,2018-11-12,40.61583,52.94898
Voters,2018-11-11,43.99274,52.54802
Adults,2018-11-11,40.9953,52.69562
Voters,2018-11-10,43.99274,52.54802
Adults,2018-11-10,40.9953,52.69562
Voters,2018-11-09,43.99274,52.54802
Adults,2018-11-09,40.9953,52.69562
Voters,2018-11-08,43.974,52.43206
Adults,2018-11-08,40.78244,52.53972
Voters,2018-11-07,43.95908,52.52884
Adults,2018-11-07,40.74214,52.56145
Adults,2018-11-06,40.48145,53.00826
Voters,2018-11-06,43.46575,53.09192
Adults,2018-11-05,40.4739,53.00861
Voters,2018-11-05,43.56351,53.09978
Voters,2018-11-04,43.93788,52.49273
Adults,2018-11-04,40.87445,52.54226
Voters,2018-11-03,43.58811,52.78697
Adults,2018-11-03,40.97435,52.90569
Voters,2018-11-02,43.49814,52.82076
Adults,2018-11-02,40.95804,52.90847
Adults,2018-11-01,40.96518,52.97818
Voters,2018-11-01,43.3008,53.11375
Adults,2018-10-31,40.90771,53.04964
Voters,2018-10-31,43.49135,53.11095
Voters,2018-10-30,43.81819,52.79923
Adults,2018-10-30,40.85725,53.05312
Adults,2018-10-29,40.88111,52.85437
Voters,2018-10-29,43.95501,52.53939
Voters,2018-10-28,44.05027,52.29248
Adults,2018-10-28,41.06237,52.64185
Adults,2018-10-27,41.04082,52.63843
Voters,2018-10-27,44.00035,52.34957
Adults,2018-10-26,41.04082,52.63843
Voters,2018-10-26,43.92102,52.42857
Voters,2018-10-25,44.13043,52.195
Adults,2018-10-25,41.44135,52.17218
Adults,2018-10-24,41.61412,52.0952
Voters,2018-10-24,44.29115,51.97921
Adults,2018-10-23,41.72484,52.26817
Voters,2018-10-23,44.01097,52.47669
Voters,2018-10-22,43.97047,52.52752
Adults,2018-10-22,41.8205,52.23176
Voters,2018-10-21,43.89709,52.472
Adults,2018-10-21,41.19103,52.56804
Adults,2018-10-20,41.12504,52.63827
Voters,2018-10-20,43.76139,52.55682
Voters,2018-10-19,43.68245,52.61926
Adults,2018-10-19,41.13824,52.48888
Voters,2018-10-18,43.9041,52.54461
Adults,2018-10-18,41.59738,52.14656
Voters,2018-10-17,43.90088,52.56697
Adults,2018-10-17,41.50082,52.14148
Adults,2018-10-16,41.04716,52.63054
Voters,2018-10-16,43.2679,52.63101
Adults,2018-10-15,41.20238,52.30219
Voters,2018-10-15,43.30664,52.58164
Voters,2018-10-14,43.09204,52.75011
Adults,2018-10-14,40.89894,52.84336
Voters,2018-10-13,43.06012,52.88596
Adults,2018-10-13,40.79158,52.9166
Voters,2018-10-12,43.04792,52.86861
Adults,2018-10-12,40.79158,52.9166
Adults,2018-10-11,40.91623,52.86021
Voters,2018-10-11,43.04139,52.77861
Adults,2018-10-10,40.7862,52.89258
Voters,2018-10-10,42.8601,52.88068
Voters,2018-10-09,43.46759,52.2512
Adults,2018-10-09,40.7876,52.95682
Adults,2018-10-08,41.47743,52.58164
Voters,2018-10-08,43.75935,51.84927
Voters,2018-10-07,43.71084,52.13918
Adults,2018-10-07,41.19777,52.95583
Adults,2018-10-06,41.2299,52.77577
Voters,2018-10-06,43.83076,51.9288
Adults,2018-10-05,41.2299,52.77577
Voters,2018-10-05,43.58519,52.13831
Voters,2018-10-04,43.66148,52.4379
Adults,2018-10-04,41.32581,52.78148
Adults,2018-10-03,41.03708,52.97064
Voters,2018-10-03,43.38432,52.74972
Adults,2018-10-02,41.06406,52.5085
Voters,2018-10-02,43.11298,52.56477
Voters,2018-10-01,43.13089,52.6396
Adults,2018-10-01,41.23629,52.54569
Voters,2018-09-30,43.54089,52.16042
Adults,2018-09-30,40.59028,52.66371
Adults,2018-09-29,40.59028,52.66371
Voters,2018-09-29,43.54089,52.16042
Voters,2018-09-28,43.50611,52.06491
Adults,2018-09-28,40.72626,52.78752
Voters,2018-09-27,43.48447,52.14566
Adults,2018-09-27,40.59393,52.8017
Voters,2018-09-26,43.4899,52.09438
Adults,2018-09-26,40.56958,52.82096
Adults,2018-09-25,39.97768,53.89395
Voters,2018-09-25,43.68663,52.20901
Adults,2018-09-24,39.6658,54.23514
Voters,2018-09-24,43.81634,52.17994
Voters,2018-09-23,43.78153,52.25086
Adults,2018-09-23,39.6658,54.23514
Voters,2018-09-22,43.03456,52.60383
Adults,2018-09-22,39.6658,54.23514
Voters,2018-09-21,42.92581,52.72727
Adults,2018-09-21,39.42852,54.34696
Adults,2018-09-20,39.46564,53.964
Voters,2018-09-20,42.47611,53.02012
Adults,2018-09-19,39.38368,54.02188
Voters,2018-09-19,42.27726,53.31838
Voters,2018-09-18,42.41969,53.26352
Adults,2018-09-18,39.30877,54.08852
Adults,2018-09-17,38.89231,54.16165
Voters,2018-09-17,41.53277,53.66873
Voters,2018-09-16,41.18386,53.81324
Adults,2018-09-16,38.94613,54.03018
Adults,2018-09-15,38.94613,54.03018
Voters,2018-09-15,41.18386,53.81324
Adults,2018-09-14,38.94613,54.03018
Voters,2018-09-14,40.93293,53.90979
Voters,2018-09-13,40.7944,53.92591
Adults,2018-09-13,38.95065,54.00037
Adults,2018-09-12,39.00288,53.78424
Voters,2018-09-12,40.61292,53.98311
Adults,2018-09-11,38.67489,54.17178
Voters,2018-09-11,41.29042,53.29997
Voters,2018-09-10,41.30315,53.33519
Adults,2018-09-10,38.49725,54.48452
Voters,2018-09-09,42.45607,52.82278
Adults,2018-09-09,39.01255,53.79688
Adults,2018-09-08,39.01255,53.79688
Voters,2018-09-08,42.45607,52.82278
Voters,2018-09-07,42.38865,52.81744
Adults,2018-09-07,39.01255,53.79688
Adults,2018-09-06,39.01255,53.79688
Voters,2018-09-06,42.20895,52.91023
Voters,2018-09-05,41.97416,53.01204
Adults,2018-09-05,38.70277,53.90323
Voters,2018-09-04,41.62132,53.48704
Adults,2018-09-04,38.99077,54.65858
Voters,2018-09-03,41.62132,53.48704
Adults,2018-09-03,38.98354,54.68635
Adults,2018-09-02,38.70051,55.1427
Voters,2018-09-02,42.4197,53.52188
Voters,2018-09-01,42.4197,53.52188
Adults,2018-09-01,38.70051,55.1427
Voters,2018-08-31,42.4197,53.52188
Adults,2018-08-31,38.70051,55.1427
Voters,2018-08-30,42.37328,53.56899
Adults,2018-08-30,40.21771,53.64916
Adults,2018-08-29,40.19815,53.62261
Voters,2018-08-29,42.26508,53.73957
Voters,2018-08-28,42.18199,53.87004
Adults,2018-08-28,40.17032,53.77883
Adults,2018-08-27,40.92954,53.22636
Voters,2018-08-27,42.6465,53.55759
Voters,2018-08-26,42.60069,53.47943
Adults,2018-08-26,40.8222,53.32508
Adults,2018-08-25,40.8222,53.32508
Voters,2018-08-25,42.34155,53.75689
Adults,2018-08-24,40.8222,53.32508
Voters,2018-08-24,42.34155,53.75689
Voters,2018-08-23,42.80038,53.26539
Adults,2018-08-23,41.21027,52.92406
Adults,2018-08-22,41.2382,52.78958
Voters,2018-08-22,42.87815,53.26927
Voters,2018-08-21,43.33063,52.31107
Adults,2018-08-21,40.96861,53.03755
Voters,2018-08-20,43.4515,52.24882
Adults,2018-08-20,41.5228,52.44403
Voters,2018-08-19,43.56767,51.98381
Adults,2018-08-19,40.94939,52.79398
Voters,2018-08-18,43.56767,51.98381
Adults,2018-08-18,40.94939,52.79398
Voters,2018-08-17,43.56767,51.98381
Adults,2018-08-17,40.94939,52.79398
Voters,2018-08-16,43.711,51.85901
Adults,2018-08-16,41.11528,52.6733
Voters,2018-08-15,43.68356,51.7925
Adults,2018-08-15,41.05444,52.67272
Voters,2018-08-14,43.84809,51.91397
Adults,2018-08-14,41.07513,52.83012
Voters,2018-08-13,43.66196,52.03722
Adults,2018-08-13,40.7837,52.92828
Adults,2018-08-12,41.00831,52.67714
Voters,2018-08-12,43.5351,52.12256
Voters,2018-08-11,43.5351,52.12256
Adults,2018-08-11,41.00831,52.67714
Voters,2018-08-10,43.5351,52.12256
Adults,2018-08-10,41.00831,52.67714
Voters,2018-08-09,43.57416,52.00754
Adults,2018-08-09,40.90953,52.53155
Adults,2018-08-08,40.90062,52.52702
Voters,2018-08-08,43.42355,52.08693
Voters,2018-08-07,43.14393,52.44352
Adults,2018-08-07,40.90865,52.60241
Adults,2018-08-06,40.8045,52.79921
Voters,2018-08-06,43.11097,52.50591
Voters,2018-08-05,43.13605,52.4722
Adults,2018-08-05,40.7165,52.89643
Adults,2018-08-04,40.7165,52.89643
Voters,2018-08-04,43.13605,52.4722
Adults,2018-08-03,40.7165,52.89643
Voters,2018-08-03,43.13605,52.4722
Voters,2018-08-02,43.22049,52.34184
Adults,2018-08-02,40.60411,52.81405
Adults,2018-08-01,40.59207,52.81376
Voters,2018-08-01,42.97926,52.51762
Adults,2018-07-31,40.67309,52.77095
Voters,2018-07-31,43.17537,52.50702
Voters,2018-07-30,42.88094,52.83874
Adults,2018-07-30,40.58243,52.8306
Voters,2018-07-29,42.73167,52.97345
Adults,2018-07-29,40.45608,52.87462
Adults,2018-07-28,40.46957,52.84661
Voters,2018-07-28,42.75357,52.79805
Voters,2018-07-27,42.75357,52.79805
Adults,2018-07-27,40.46957,52.84661
Adults,2018-07-26,40.12176,52.89869
Voters,2018-07-26,42.53392,53.05232
Voters,2018-07-25,42.54901,53.04598
Adults,2018-07-25,40.18114,52.88525
Adults,2018-07-24,40.62229,53.01218
Voters,2018-07-24,42.16222,53.72567
Adults,2018-07-23,40.69263,53.0982
Voters,2018-07-23,42.62905,53.09624
Voters,2018-07-22,43.08591,52.72598
Adults,2018-07-22,41.00065,52.99276
Voters,2018-07-21,42.87643,52.82544
Adults,2018-07-21,41.00065,52.99276
Voters,2018-07-20,42.9778,52.55753
Adults,2018-07-20,41.12119,52.78588
Adults,2018-07-19,41.04249,52.99483
Voters,2018-07-19,42.7691,52.87815
Adults,2018-07-18,41.02374,53.03369
Voters,2018-07-18,42.77056,52.81044
Voters,2018-07-17,43.12508,52.562
Adults,2018-07-17,41.11613,53.05931
Adults,2018-07-16,41.2492,53.24006
Voters,2018-07-16,43.28642,52.57391
Voters,2018-07-15,43.4221,52.4774
Adults,2018-07-15,40.98757,53.64129
Adults,2018-07-14,40.98757,53.64129
Voters,2018-07-14,43.4221,52.4774
Adults,2018-07-13,40.95702,53.50804
Voters,2018-07-13,43.22959,52.41489
Voters,2018-07-12,43.54289,52.20567
Adults,2018-07-12,41.2538,53.33381
Adults,2018-07-11,41.23541,53.37967
Voters,2018-07-11,43.08789,52.45548
Voters,2018-07-10,42.96598,52.53059
Adults,2018-07-10,41.33836,53.45961
Voters,2018-07-09,43.14231,52.32187
Adults,2018-07-09,41.78059,53.18514
Voters,2018-07-08,43.34873,52.47079
Adults,2018-07-08,41.82602,53.03099
Voters,2018-07-07,43.24845,52.53096
Adults,2018-07-07,41.88363,52.91393
Voters,2018-07-06,43.24845,52.53096
Adults,2018-07-06,41.88363,52.91393
Adults,2018-07-05,41.2733,52.5207
Voters,2018-07-05,43.15408,52.65029
Adults,2018-07-04,41.18126,52.62317
Voters,2018-07-04,42.79001,52.6356
Voters,2018-07-03,42.79001,52.6356
Adults,2018-07-03,41.18126,52.62317
Voters,2018-07-02,43.01169,52.21621
Adults,2018-07-02,41.2618,52.33257
Voters,2018-07-01,42.93697,52.30202
Adults,2018-07-01,41.02074,52.3112
Adults,2018-06-30,40.90369,52.44347
Voters,2018-06-30,42.97145,51.97178
Voters,2018-06-29,42.97145,51.97178
Adults,2018-06-29,40.90369,52.44347
Adults,2018-06-28,41.14184,52.17743
Voters,2018-06-28,43.17663,51.7826
Voters,2018-06-27,43.1776,51.78136
Adults,2018-06-27,41.13719,52.32512
Voters,2018-06-26,43.1865,51.20868
Adults,2018-06-26,41.62234,51.86994
Adults,2018-06-25,41.64418,51.83811
Voters,2018-06-25,43.1451,51.36792
Voters,2018-06-24,43.16301,51.37271
Adults,2018-06-24,41.90523,51.86218
Voters,2018-06-23,43.16301,51.37271
Adults,2018-06-23,41.71001,51.8934
Voters,2018-06-22,43.16301,51.37271
Adults,2018-06-22,41.71001,51.8934
Adults,2018-06-21,42.00172,51.48632
Voters,2018-06-21,43.33474,51.11761
Adults,2018-06-20,42.0325,51.43397
Voters,2018-06-20,43.46984,51.1004
Voters,2018-06-19,43.08958,51.52604
Adults,2018-06-19,42.07304,51.28459
Voters,2018-06-18,42.97183,51.62914
Adults,2018-06-18,42.00614,51.34229
Voters,2018-06-17,43.42542,51.15118
Adults,2018-06-17,41.52295,51.69101
Adults,2018-06-16,41.52295,51.69101
Voters,2018-06-16,43.42542,51.15118
Adults,2018-06-15,41.52295,51.69101
Voters,2018-06-15,43.42542,51.15118
Voters,2018-06-14,43.3681,50.98183
Adults,2018-06-14,40.8569,51.99017
Voters,2018-06-13,42.78136,52.09525
Adults,2018-06-13,40.13609,53.3097
Voters,2018-06-12,42.87965,52.14505
Adults,2018-06-12,40.02678,53.47269
Adults,2018-06-11,40.01291,53.59898
Voters,2018-06-11,42.78002,52.28406
Adults,2018-06-10,40.18627,53.82103
Voters,2018-06-10,42.79602,52.01387
Voters,2018-06-09,42.79602,52.01387
Adults,2018-06-09,40.18627,53.82103
Voters,2018-06-08,43.00425,51.7534
Adults,2018-06-08,40.40632,53.67761
Voters,2018-06-07,43.0961,51.68435
Adults,2018-06-07,40.42962,53.62804
Adults,2018-06-06,40.33237,53.70401
Voters,2018-06-06,42.50404,51.87386
Adults,2018-06-05,40.44235,53.55142
Voters,2018-06-05,42.83619,52.36436
Voters,2018-06-04,43.17106,52.14459
Adults,2018-06-04,40.69446,53.40321
Adults,2018-06-03,40.71766,52.98875
Voters,2018-06-03,43.15339,52.21043
Voters,2018-06-02,43.15339,52.21043
Adults,2018-06-02,40.71766,52.98875
Adults,2018-06-01,40.71828,53.13774
Voters,2018-06-01,43.01175,52.32869
Adults,2018-05-31,40.8495,53.17712
Voters,2018-05-31,42.98384,52.50377
Voters,2018-05-30,43.83958,51.92925
Adults,2018-05-30,41.6642,52.75167
Adults,2018-05-29,41.76685,52.83926
Voters,2018-05-29,43.78471,51.98037
Adults,2018-05-28,41.99337,52.63074
Voters,2018-05-28,43.84,51.94191
Voters,2018-05-27,43.79807,52.02154
Adults,2018-05-27,42.22683,52.47744
Voters,2018-05-26,43.79807,52.02154
Adults,2018-05-26,42.22683,52.47744
Adults,2018-05-25,41.50639,52.96363
Voters,2018-05-25,43.59041,52.06197
Voters,2018-05-24,43.5501,52.11543
Adults,2018-05-24,41.47203,53.01518
Voters,2018-05-23,43.61057,52.01884
Adults,2018-05-23,41.43077,53.05821
Voters,2018-05-22,44.31966,51.37411
Adults,2018-05-22,41.62594,53.08809
Adults,2018-05-21,41.47403,53.08644
Voters,2018-05-21,43.82499,51.68853
Voters,2018-05-20,43.97738,51.6349
Adults,2018-05-20,41.89252,52.66195
Adults,2018-05-19,41.89252,52.66195
Voters,2018-05-19,43.97738,51.6349
Voters,2018-05-18,43.97738,51.6349
Adults,2018-05-18,41.89252,52.66195
Voters,2018-05-17,44.0947,51.43144
Adults,2018-05-17,41.84563,52.42226
Adults,2018-05-16,41.79456,52.57684
Voters,2018-05-16,44.02909,51.47376
Adults,2018-05-15,41.96143,52.51834
Voters,2018-05-15,44.40396,51.21085
Voters,2018-05-14,43.98285,51.49353
Adults,2018-05-14,41.64623,52.55623
Adults,2018-05-13,41.87981,52.13836
Voters,2018-05-13,44.05393,51.25135
Adults,2018-05-12,41.87981,52.13836
Voters,2018-05-12,44.05393,51.25135
Voters,2018-05-11,43.86341,51.41866
Adults,2018-05-11,41.77017,51.98849
Adults,2018-05-10,41.77017,51.98849
Voters,2018-05-10,43.78321,51.52347
Voters,2018-05-09,43.90227,51.34514
Adults,2018-05-09,41.68295,51.72627
Voters,2018-05-08,44.27958,50.97989
Adults,2018-05-08,41.55399,52.40225
Voters,2018-05-07,44.40765,50.87634
Adults,2018-05-07,41.64465,51.93254
Voters,2018-05-06,44.46766,51.08508
Adults,2018-05-06,41.63478,51.85504
Adults,2018-05-05,41.63478,51.85504
Voters,2018-05-05,44.46766,51.08508
Voters,2018-05-04,43.6785,51.79247
Adults,2018-05-04,40.6316,52.52063
Voters,2018-05-03,43.54569,51.8676
Adults,2018-05-03,40.6316,52.52063
Voters,2018-05-02,43.28582,52.10906
Adults,2018-05-02,40.41153,53.05294
Voters,2018-05-01,43.46177,51.83176
Adults,2018-05-01,40.40989,53.1492
Adults,2018-04-30,39.54348,54.13103
Voters,2018-04-30,42.08463,53.31245
Adults,2018-04-29,39.13266,54.52254
Voters,2018-04-29,42.05209,53.37514
Voters,2018-04-28,42.05209,53.37514
Adults,2018-04-28,39.13266,54.52254
Voters,2018-04-27,42.23556,53.18722
Adults,2018-04-27,39.42226,54.15064
Voters,2018-04-26,42.22429,53.21845
Adults,2018-04-26,39.42226,54.15064
Adults,2018-04-25,39.29548,54.25216
Voters,2018-04-25,42.11814,53.1568
Adults,2018-04-24,39.47373,54.63929
Voters,2018-04-24,41.7774,53.26458
Voters,2018-04-23,41.86631,53.56692
Adults,2018-04-23,39.19358,55.05031
Voters,2018-04-22,41.86242,53.66699
Adults,2018-04-22,39.2908,55.13512
Adults,2018-04-21,39.2908,55.13512
Voters,2018-04-21,41.86242,53.66699
Adults,2018-04-20,39.2908,55.13512
Voters,2018-04-20,41.86242,53.66699
Adults,2018-04-19,39.19129,55.07352
Voters,2018-04-19,41.80221,53.76617
Voters,2018-04-18,41.69412,53.90058
Adults,2018-04-18,39.05623,55.20915
Adults,2018-04-17,39.39812,54.94127
Voters,2018-04-17,42.33051,53.1986
Adults,2018-04-16,39.45117,54.69387
Voters,2018-04-16,42.53479,52.87267
Voters,2018-04-15,41.82263,53.19533
Adults,2018-04-15,39.45118,54.83865
Voters,2018-04-14,41.82263,53.19533
Adults,2018-04-14,39.51859,54.07335
Adults,2018-04-13,39.51859,54.07335
Voters,2018-04-13,41.82263,53.19533
Voters,2018-04-12,41.77796,53.09574
Adults,2018-04-12,39.33269,54.10183
Voters,2018-04-11,41.79477,53.2348
Adults,2018-04-11,39.21613,54.18848
Voters,2018-04-10,41.75703,53.15528
Adults,2018-04-10,39.34561,54.23932
Adults,2018-04-09,39.34561,54.23932
Voters,2018-04-09,41.16166,54.16276
Voters,2018-04-08,41.01259,54.23832
Adults,2018-04-08,39.02662,54.37126
Adults,2018-04-07,39.02662,54.37126
Voters,2018-04-07,41.01259,54.23832
Voters,2018-04-06,41.01259,54.23832
Adults,2018-04-06,39.02662,54.37126
Voters,2018-04-05,41.3074,54.02983
Adults,2018-04-05,39.407,54.10432
Adults,2018-04-04,39.37093,54.10816
Voters,2018-04-04,41.36893,54.05376
Adults,2018-04-03,39.56424,53.97991
Voters,2018-04-03,41.39609,53.92669
Voters,2018-04-02,41.64708,53.63681
Adults,2018-04-02,39.87597,53.67165
Voters,2018-04-01,41.3702,53.74371
Adults,2018-04-01,39.94889,53.5807
Adults,2018-03-31,39.94889,53.5807
Voters,2018-03-31,41.3702,53.74371
Adults,2018-03-30,39.94889,53.5807
Voters,2018-03-30,41.3702,53.74371
Adults,2018-03-29,39.58919,53.80489
Voters,2018-03-29,41.06978,53.94359
Voters,2018-03-28,41.04078,54.00505
Adults,2018-03-28,39.53133,53.80369
Adults,2018-03-27,39.58513,54.15356
Voters,2018-03-27,41.54846,53.70638
Voters,2018-03-26,42.51164,52.90974
Adults,2018-03-26,40.08774,53.9929
Adults,2018-03-25,39.4158,54.20882
Voters,2018-03-25,42.35456,52.82531
Adults,2018-03-24,39.4158,54.20882
Voters,2018-03-24,41.95313,52.8746
Voters,2018-03-23,42.10215,52.51001
Adults,2018-03-23,39.77478,53.7398
Voters,2018-03-22,41.91279,52.78131
Adults,2018-03-22,39.61889,54.17891
Adults,2018-03-21,39.61889,54.17891
Voters,2018-03-21,41.84569,52.80284
Voters,2018-03-20,42.0102,52.84654
Adults,2018-03-20,39.91188,54.1452
Adults,2018-03-19,39.92498,54.20846
Voters,2018-03-19,41.74577,53.18254
Voters,2018-03-18,41.56427,53.64494
Adults,2018-03-18,39.85175,54.16991
Adults,2018-03-17,39.40322,54.20784
Voters,2018-03-17,41.56427,53.64494
Voters,2018-03-16,41.56427,53.64494
Adults,2018-03-16,39.40322,54.20784
Voters,2018-03-15,42.00203,53.18635
Adults,2018-03-15,39.79709,53.7982
Adults,2018-03-14,39.64307,54.28221
Voters,2018-03-14,41.90339,53.29808
Adults,2018-03-13,39.73454,54.20818
Voters,2018-03-13,42.08287,53.00063
Voters,2018-03-12,41.94425,52.77081
Adults,2018-03-12,40.034,53.53506
Voters,2018-03-11,41.95938,52.77974
Adults,2018-03-11,40.05423,53.49677
Adults,2018-03-10,40.05423,53.49677
Voters,2018-03-10,41.95938,52.77974
Adults,2018-03-09,40.05423,53.49677
Voters,2018-03-09,41.95938,52.77974
Adults,2018-03-08,39.85278,53.78379
Voters,2018-03-08,41.92076,52.98934
Voters,2018-03-07,41.3746,53.73106
Adults,2018-03-07,39.14234,54.50154
Adults,2018-03-06,39.08385,54.47271
Voters,2018-03-06,42.36044,53.10275
Voters,2018-03-05,42.33316,53.53802
Adults,2018-03-05,38.82128,54.99964
Adults,2018-03-04,38.79745,54.98138
Voters,2018-03-04,42.28911,53.51625
Adults,2018-03-03,38.79745,54.98138
Voters,2018-03-03,42.28911,53.51625
Voters,2018-03-02,42.28911,53.51625
Adults,2018-03-02,38.79745,54.98138
Voters,2018-03-01,42.70711,53.1734
Adults,2018-03-01,39.06365,54.6959
Voters,2018-02-28,42.09689,53.71484
Adults,2018-02-28,38.98043,54.79705
Voters,2018-02-27,41.69873,53.97468
Adults,2018-02-27,38.51483,55.17336
Adults,2018-02-26,38.24786,55.27832
Voters,2018-02-26,41.62282,54.16532
Adults,2018-02-25,38.15955,55.38034
Voters,2018-02-25,41.42073,54.53806
Voters,2018-02-24,42.07542,53.40005
Adults,2018-02-24,38.93113,54.8304
Voters,2018-02-23,42.07542,53.40005
Adults,2018-02-23,38.93113,54.8304
Voters,2018-02-22,41.70066,53.646
Adults,2018-02-22,39.61691,53.96153
Adults,2018-02-21,39.41115,54.46137
Voters,2018-02-21,41.58496,53.84543
Adults,2018-02-20,39.41115,54.46137
Voters,2018-02-20,43.03841,52.0429
Voters,2018-02-19,43.04725,51.96658
Adults,2018-02-19,39.5064,54.52228
Voters,2018-02-18,43.03395,51.99947
Adults,2018-02-18,39.80095,54.11367
Adults,2018-02-17,39.80095,54.11367
Voters,2018-02-17,43.03395,51.99947
Adults,2018-02-16,39.80095,54.11367
Voters,2018-02-16,43.03395,51.99947
Adults,2018-02-15,39.79505,54.31
Voters,2018-02-15,43.00751,52.13282
Voters,2018-02-14,43.15522,51.87932
Adults,2018-02-14,39.79505,54.31
Adults,2018-02-13,39.55173,54.45077
Voters,2018-02-13,42.79964,52.69312
Voters,2018-02-12,43.30393,52.30949
Adults,2018-02-12,39.8287,54.30534
Adults,2018-02-11,39.70684,54.2007
Voters,2018-02-11,43.31694,52.39967
Adults,2018-02-10,39.70684,54.2007
Voters,2018-02-10,43.31694,52.39967
Voters,2018-02-09,43.31694,52.39967
Adults,2018-02-09,39.70684,54.2007
Voters,2018-02-08,43.32616,52.06881
Adults,2018-02-08,39.73898,54.20528
Adults,2018-02-07,39.63509,54.31309
Voters,2018-02-07,43.29857,52.21658
Voters,2018-02-06,42.77346,52.30897
Adults,2018-02-06,39.51102,54.31282
Adults,2018-02-05,39.74566,54.42212
Voters,2018-02-05,42.46733,52.63002
Adults,2018-02-04,39.54993,54.3875
Voters,2018-02-04,42.38263,52.74967
Voters,2018-02-03,42.38263,52.74967
Adults,2018-02-03,39.54993,54.3875
Voters,2018-02-02,42.3483,52.75233
Adults,2018-02-02,39.52907,54.39931
Voters,2018-02-01,42.01125,53.27848
Adults,2018-02-01,39.17886,54.83321
Adults,2018-01-31,38.84452,55.11158
Voters,2018-01-31,41.70512,53.58346
Adults,2018-01-30,37.95375,56.312
Voters,2018-01-30,40.68484,55.03505
Voters,2018-01-29,40.38136,55.4905
Adults,2018-01-29,37.5544,57.02602
Voters,2018-01-28,40.48121,55.45601
Adults,2018-01-28,37.41549,57.11086
Adults,2018-01-27,37.41549,57.11086
Voters,2018-01-27,40.48121,55.45601
Adults,2018-01-26,37.41549,57.11086
Voters,2018-01-26,40.48121,55.45601
Adults,2018-01-25,37.48536,56.80935
Voters,2018-01-25,40.7399,55.1729
Voters,2018-01-24,41.14259,54.98185
Adults,2018-01-24,37.5351,56.79459
Adults,2018-01-23,37.34459,57.0888
Voters,2018-01-23,40.41182,55.01748
Adults,2018-01-22,37.68642,56.75862
Voters,2018-01-22,40.72579,54.58442
Voters,2018-01-21,41.39082,54.03265
Adults,2018-01-21,38.08665,56.40729
Voters,2018-01-20,41.31607,54.06738
Adults,2018-01-20,38.57017,56.11489
Adults,2018-01-19,38.57017,56.11489
Voters,2018-01-19,41.31607,54.06738
Voters,2018-01-18,41.49497,53.70368
Adults,2018-01-18,38.7857,55.21856
Adults,2018-01-17,39.35015,54.60522
Voters,2018-01-17,41.63647,53.43866
Voters,2018-01-16,41.6681,53.28009
Adults,2018-01-16,38.889,54.56168
Adults,2018-01-15,38.7757,54.72827
Voters,2018-01-15,40.84966,54.04315
Voters,2018-01-14,40.67689,54.10226
Adults,2018-01-14,38.78321,54.65562
Adults,2018-01-13,38.78321,54.65562
Voters,2018-01-13,40.67689,54.10226
Voters,2018-01-12,40.67689,54.10226
Adults,2018-01-12,38.78321,54.65562
Voters,2018-01-11,40.9217,54.31938
